x,sample,Patient,id,CellType,Epi,seurat_clusters,subtype,IM,BL1,MSL,M,BL2,LAR
PT081_P5_A11_S107,824,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_A12_S108,825,PT081,P5,Epithelial,Epithelial,0,BL1,0.164949485,0.299568826,-0.254290566,-0.129847979,-0.248938025,-0.147194944
PT081_P5_B01_S109,826,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_B02_S110,827,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_B03_S111,828,PT081,P5,Epithelial,Epithelial,1,BL2,-0.046466843,-0.063159785,0.056876914,0.051695303,0.135456895,-0.027923358
PT081_P5_B04_S112,829,PT081,P5,Epithelial,Epithelial,0,BL1,0.051054962,0.121836358,-0.08794521,0.008235033,-0.040009462,-0.014618321
PT081_P5_B05_S113,830,PT081,P5,Epithelial,Epithelial,0,BL1,0.067101015,0.264620611,-0.184565909,-0.001594732,-0.161408334,-0.100513483
PT081_P5_B06_S114,831,PT081,P5,Epithelial,Epithelial,0,BL1,0.07265205,0.366495088,-0.276460954,0.016420081,-0.114192167,-0.172547803
PT081_P5_B07_S115,832,PT081,P5,Epithelial,Epithelial,0,BL1,0.292393772,0.215726047,-0.181991975,-0.291517954,-0.080723581,-0.092167573
PT081_P5_B08_S116,833,PT081,P5,Epithelial,Epithelial,0,BL1,0.168720689,0.242481279,-0.190493558,-0.130668751,-0.118857586,-0.118718193
PT081_P5_B09_S117,834,PT081,P5,Epithelial,Epithelial,0,BL1,0.082527182,0.253292137,-0.260734637,-0.02678193,-0.059273039,-0.093676174
PT081_P5_B10_S118,835,PT081,P5,Epithelial,Epithelial,0,BL1,0.163189554,0.330535829,-0.253928084,-0.14777895,-0.045426088,-0.150818442
PT081_P5_B11_S119,836,PT081,P5,Epithelial,Epithelial,0,BL1,0.134522046,0.168571789,-0.11878717,-0.114426243,-0.027981137,-0.115841784
PT081_P5_B12_S120,837,PT081,P5,Epithelial,Epithelial,0,BL1,0.099616906,0.243566109,-0.111041642,-0.079726172,-0.228659344,-0.089581601
PT081_P5_C01_S121,838,PT081,P5,Epithelial,Epithelial,0,BL1,0.095827809,0.258302413,-0.213676462,-0.122786916,-0.029237671,-0.095133814
PT081_P5_C02_S122,839,PT081,P5,Epithelial,Epithelial,0,BL1,-0.00403097,0.123259578,-0.067619523,-0.043925328,-0.040387564,-0.031701694
PT081_P5_C03_S123,840,PT081,P5,Epithelial,Epithelial,0,BL1,0.100201417,0.19914546,-0.129521716,-0.100675623,-0.134833984,-0.052315197
PT081_P5_C04_S124,841,PT081,P5,Epithelial,Epithelial,0,BL1,0.124289227,0.111636804,-0.08074304,-0.134472758,-0.028553148,-0.005647392
PT081_P5_C05_S125,842,PT081,P5,Epithelial,Epithelial,0,BL1,0.111066824,0.280634799,-0.166239013,-0.065913078,-0.215145846,-0.085328477
PT081_P5_C06_S126,843,PT081,P5,Epithelial,Epithelial,0,BL1,0.125284653,0.167128048,-0.108950232,-0.160735527,-0.033134962,-0.108134064
PT081_P5_C07_S127,844,PT081,P5,Epithelial,Epithelial,0,BL1,0.130610591,0.178068651,-0.080908592,-0.097423859,-0.077666833,-0.07708266
PT081_P5_C08_S128,845,PT081,P5,Epithelial,Epithelial,0,BL1,0.087174213,0.269303247,-0.230931205,-0.070983915,-0.100054505,-0.112813123
PT081_P5_C09_S129,846,PT081,P5,Epithelial,Epithelial,0,BL1,0.18091957,0.267621456,-0.284366689,-0.142394652,0.104134628,-0.099201534
PT081_P5_C10_S130,847,PT081,P5,Epithelial,Epithelial,0,BL1,0.162439489,0.178085371,-0.120713349,-0.135725547,-0.095630934,-0.11784723
PT081_P5_C11_S131,848,PT081,P5,Epithelial,Epithelial,0,BL1,0.058721845,0.208112916,-0.129910906,-0.074576246,-0.090650522,-0.090067464
PT081_P5_C12_S132,849,PT081,P5,Epithelial,Epithelial,0,BL1,0.027119617,0.28146049,-0.133415797,-0.006702056,-0.139739621,-0.097737914
PT081_P5_D01_S133,850,PT081,P5,Epithelial,Epithelial,0,BL1,0.103253862,0.107752891,-0.117365773,-0.109270189,-0.103962094,-0.068364977
PT081_P5_D02_S134,851,PT081,P5,Epithelial,Epithelial,0,BL1,0.173312578,0.184809694,-0.164700642,-0.148458184,-0.12246229,-0.078442507
PT081_P5_D03_S135,852,PT081,P5,Epithelial,Epithelial,0,BL1,0.144711012,0.203113297,-0.19710595,-0.130494022,-0.140219936,-0.153943047
PT081_P5_D04_S136,853,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_D05_S137,854,PT081,P5,Epithelial,Epithelial,0,BL1,0.028222399,0.096726846,-0.090041812,-0.036297193,-0.07993287,-0.101628447
PT081_P5_D06_S138,855,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_D07_S139,856,PT081,P5,Epithelial,Epithelial,0,BL1,0.067777984,0.187841031,-0.11620334,-0.063599314,-0.138422292,-0.117728437
PT081_P5_D08_S140,857,PT081,P5,Epithelial,Epithelial,0,BL1,0.16365438,0.227806361,-0.18282419,-0.128211073,-0.151671849,-0.144279243
PT081_P5_D09_S141,858,PT081,P5,Epithelial,Epithelial,0,BL1,0.001779339,0.268801155,-0.25093316,0.035950135,-0.124498417,-0.115880599
PT081_P5_D10_S142,859,PT081,P5,Epithelial,Epithelial,0,BL1,0.238821501,0.240856776,-0.237581487,-0.241267903,-0.123377399,-0.174426793
PT081_P5_D11_S143,860,PT081,P5,Epithelial,Epithelial,0,BL1,0.051660682,0.101858298,-0.049378567,-0.080247595,-0.112915658,-0.094213658
PT081_P5_D12_S144,861,PT081,P5,Epithelial,Epithelial,1,BL1,0.095976092,0.081920456,-0.060401964,-0.113555609,-0.01326673,-0.069761372
PT081_P5_E01_S145,862,PT081,P5,Epithelial,Epithelial,0,BL1,0.167310183,0.115214449,-0.021328446,-0.205697583,-0.136548056,-0.030638951
PT081_P5_E02_S146,863,PT081,P5,#N/A,Epithelial,0,BL1,0.075627628,0.145166021,-0.143609936,-0.053918818,-0.076877537,-0.040774051
PT081_P5_E03_S147,864,PT081,P5,Epithelial,Epithelial,0,BL1,0.124313668,0.146639848,-0.112014131,-0.106028736,-0.203365766,-0.084475625
PT081_P5_E04_S148,865,PT081,P5,Epithelial,Epithelial,0,BL1,0.239588446,0.149644245,-0.230853899,-0.209250215,-0.057491997,-0.120681656
PT081_P5_E05_S149,866,PT081,P5,Epithelial,Epithelial,0,BL1,0.125350077,0.290866928,-0.240627769,-0.069465387,-0.174599429,-0.140504817
PT081_P5_E06_S150,867,PT081,P5,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT081_P5_E07_S151,868,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_E08_S152,869,PT081,P5,Epithelial,Epithelial,0,BL1,0.229758828,0.142192611,-0.171026227,-0.213898011,-0.109338647,-0.095795419
PT081_P5_E09_S153,870,PT081,P5,Epithelial,Epithelial,0,BL1,0.037021439,0.229466309,-0.135572757,-0.05366949,0.013456597,-0.089688565
PT081_P5_E10_S154,871,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_E11_S155,872,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_E12_S156,873,PT081,P5,Epithelial,Epithelial,0,BL1,0.025755621,0.15223811,-0.103104068,-0.03230539,-0.072818706,-0.074343728
PT081_P5_F01_S157,874,PT081,P5,Epithelial,Epithelial,0,BL1,0.180319488,0.268939003,-0.226848929,-0.155671682,-0.095350512,-0.171835586
PT081_P5_F02_S158,875,PT081,P5,Epithelial,Epithelial,0,BL1,-0.005750291,0.142870624,-0.100458771,-0.000908065,-0.130714241,-0.017765724
PT081_P5_F03_S159,876,PT081,P5,Epithelial,Epithelial,0,BL1,0.01552019,0.159644685,-0.103024116,-0.029227701,-0.061184747,0.000523384
PT081_P5_F04_S160,877,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_F05_S161,878,PT081,P5,Epithelial,Epithelial,0,BL1,-0.041007434,0.078648391,-0.051852161,0.027283609,-0.089521138,-0.052467396
PT081_P5_F06_S162,879,PT081,P5,Epithelial,Epithelial,0,BL1,0.148088662,0.11483995,-0.111120211,-0.104421164,-0.049795296,-0.091419528
PT081_P5_F07_S163,880,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_F08_S164,881,PT081,P5,Epithelial,Epithelial,0,BL1,0.094535188,0.186877748,-0.094059838,-0.111945271,-0.068180958,-0.09384608
PT081_P5_F09_S165,882,PT081,P5,Epithelial,Epithelial,0,BL1,0.187914451,0.211181755,-0.156547597,-0.141502139,-0.164077659,-0.076705177
PT081_P5_F10_S166,883,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_F11_S167,884,PT081,P5,Epithelial,Epithelial,0,BL1,0.089354498,0.182597923,-0.142552924,-0.026045501,-0.153616857,-0.122222596
PT081_P5_F12_S168,885,PT081,P5,Epithelial,Epithelial,0,BL1,0.097735741,0.140126886,-0.122874024,-0.037614123,-0.057956906,-0.066290967
PT081_P5_G01_S169,886,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_G02_S170,887,PT081,P5,Epithelial,Epithelial,0,BL1,0.049248804,0.118377226,-0.084078775,-0.02790218,-0.092022835,-0.051088174
PT081_P5_G03_S171,888,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_G04_S172,889,PT081,P5,Epithelial,Epithelial,0,BL1,0.005385919,0.16858241,-0.028866966,-0.003953596,-0.081706151,-0.055951599
PT081_P5_G05_S173,890,PT081,P5,Epithelial,Epithelial,1,BL1,-0.092401888,0.153297395,-0.147965798,0.104685572,-0.101152456,-0.119243893
PT081_P5_G06_S174,891,PT081,P5,Epithelial,Epithelial,0,BL1,0.012737914,0.118017115,-0.056499737,0.015740859,-0.168706166,-0.112964496
PT081_P5_G07_S175,892,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_G08_S176,893,PT081,P5,Epithelial,Epithelial,0,BL1,-0.043619377,0.094566418,-0.057371499,0.019591238,-0.066272157,-0.068686677
PT081_P5_G09_S177,894,PT081,P5,Epithelial,Epithelial,0,BL1,-0.031158808,0.090680851,-0.014841978,0.038620129,-0.162485564,-0.089562607
PT081_P5_G10_S178,895,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_G11_S179,896,PT081,P5,Epithelial,Epithelial,0,UNS,-0.001317207,-0.011926561,0.029993441,-0.026753915,-0.02913592,-0.016528558
PT081_P5_G12_S180,897,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_H01_S181,898,PT081,P5,Epithelial,Epithelial,0,BL1,0.070536479,0.172202196,-0.060873508,-0.095141939,0.019754392,-0.048955992
PT081_P5_H02_S182,899,PT081,P5,Epithelial,Epithelial,0,BL1,0.075888775,0.078068458,-0.069051041,-0.01625924,-0.082711543,-0.039327398
PT081_P5_H03_S183,900,PT081,P5,Epithelial,Epithelial,0,BL1,0.050852058,0.203996822,-0.15400332,-0.049254468,-0.159235622,-0.054865858
PT081_P5_H04_S184,901,PT081,P5,Epithelial,Epithelial,0,BL1,0.000304259,0.198921129,-0.152071469,0.001531654,0.017348461,-0.028646047
PT081_P5_H05_S185,902,PT081,P5,Epithelial,Epithelial,0,BL1,0.121752528,0.13074198,-0.152673541,-0.098152708,-0.115541664,-0.075705761
PT081_P5_H06_S186,903,PT081,P5,Epithelial,Epithelial,0,BL1,0.098259067,0.185453236,-0.189173192,-0.106735438,-0.044110968,-0.098597513
PT081_P5_H07_S187,904,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_H08_S188,905,PT081,P5,Epithelial,Epithelial,0,BL1,0.099857473,0.090443494,-0.143646519,-0.072025209,-0.048374166,-0.112411235
PT081_P5_H09_S189,906,PT081,P5,Epithelial,Epithelial,0,BL1,0.079837356,0.087513379,-0.037465299,-0.051046094,-0.088056313,0.014179146
PT081_P5_H10_S190,907,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_H11_S191,908,PT081,P5,Epithelial,Epithelial,1,BL1,-0.080866319,0.088573519,-0.057412866,0.038867246,-0.036961878,0.009610697
PT081_P5_H12_S192,909,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A01_S289,910,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A02_S290,911,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A03_S291,912,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A04_S292,913,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A05_S293,914,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A06_S294,915,PT084,P11,Epithelial,Epithelial,4,BL1,0.027620364,0.008068371,-0.040973589,-0.037010636,-0.044021423,0.003007288
PT084_P11_A07_S295,916,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A08_S296,917,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A09_S297,918,PT084,P11,Epithelial,Epithelial,1,BL2,0.049181941,-0.053310912,0.002793441,-0.098471101,0.024514473,-0.004420971
PT084_P11_A10_S298,919,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A11_S299,920,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_A12_S300,921,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B01_S301,922,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B02_S302,923,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B03_S303,924,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B04_S304,925,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B05_S305,926,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B06_S306,927,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B07_S307,928,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B08_S308,929,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B09_S309,930,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B10_S310,931,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B11_S311,932,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_B12_S312,933,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C01_S313,934,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C02_S314,935,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C03_S315,936,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C04_S316,937,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C05_S317,938,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C06_S318,939,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C07_S319,940,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C08_S320,941,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C09_S321,942,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C10_S322,943,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C11_S323,944,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_C12_S324,945,PT084,P11,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D01_S325,946,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D02_S326,947,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D03_S327,948,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D04_S328,949,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D05_S329,950,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D06_S330,951,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D07_S331,952,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D08_S332,953,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D09_S333,954,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D10_S334,955,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D11_S335,956,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_D12_S336,957,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E01_S337,958,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E02_S338,959,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E03_S339,960,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E04_S340,961,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E05_S341,962,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E06_S342,963,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E07_S343,964,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E08_S344,965,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E09_S345,966,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E10_S346,967,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E11_S347,968,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_E12_S348,969,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F01_S349,970,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F02_S350,971,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F03_S351,972,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F04_S352,973,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F05_S353,974,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F06_S354,975,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F07_S355,976,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F08_S356,977,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F09_S357,978,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F10_S358,979,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F11_S359,980,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_F12_S360,981,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G01_S361,982,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G02_S362,983,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G03_S363,984,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G04_S364,985,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G05_S365,986,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G06_S366,987,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G07_S367,988,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G08_S368,989,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G09_S369,990,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G10_S370,991,PT084,P11,Epithelial,Epithelial,1,BL2,0.261499449,0.008596818,0.007978419,-0.162247809,0.037801932,0.01681229
PT084_P11_G11_S371,992,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_G12_S372,993,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H01_S373,994,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H02_S374,995,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H03_S375,996,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H04_S376,997,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H05_S377,998,PT084,P11,B cell,Other,12,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H06_S378,999,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H07_S379,1000,PT084,P11,Monocyte,Other,6,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H08_S380,1001,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H09_S381,1002,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H10_S382,1003,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H11_S383,1004,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P11_H12_S384,1005,PT084,P11,Lymphocyte,Other,3,NA,NA,NA,NA,NA,NA,NA
PT084_P1_D10,1006,PT084,P1,Endothelial,Other,15,NA,NA,NA,NA,NA,NA,NA
PT084_P1_D11,1007,PT084,P1,Epithelial,Epithelial,10,BL1,0.151634844,0.185900008,-0.103240707,-0.131632229,-0.046040612,-0.13392076
PT084_P1_D12,1008,PT084,P1,Epithelial,Epithelial,0,BL1,0.102562972,0.183663991,-0.115920006,-0.05359979,-0.200420026,-0.117925899
PT084_P1_E01,1009,PT084,P1,Epithelial,Epithelial,0,BL1,0.036670958,0.146801742,-0.111953465,-0.023407003,-0.091331494,-0.092875657
PT084_P1_E02,1010,PT084,P1,Epithelial,Epithelial,0,BL1,0.024720933,0.243456959,-0.19342433,0.027172722,0.00263135,-0.125757528
PT084_P1_E03,1011,PT084,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E04,1012,PT084,P1,Epithelial,Epithelial,10,BL1,0.18779312,0.170647091,-0.116466763,-0.160414399,-0.124941587,-0.086561918
PT084_P1_E05,1013,PT084,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E06,1014,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E07,1015,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E08,1016,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E09,1017,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E10,1018,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E11,1019,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_E12,1020,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F01,1021,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F02,1022,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F03,1023,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F04,1024,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F05,1025,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F06,1026,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F07,1027,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F08,1028,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F09,1029,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F10,1030,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F11,1031,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_F12,1032,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G01,1033,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G02,1034,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G03,1035,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G04,1036,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G05,1037,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G06,1038,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G07,1039,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G08,1040,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G09,1041,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G10,1042,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT084_P1_G11,1043,PT084,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
