,HS578T_BREAST,HCC1937_BREAST,DU4475_BREAST,BT549_BREAST,HCC1143_BREAST,MDAMB436_BREAST,MDAMB157_BREAST,HCC1806_BREAST,HCC1395_BREAST,HMC18_BREAST,MDAMB231_BREAST,MDAMB468_BREAST,CAL51_BREAST,MDAMB453_BREAST 
RELN_5649.,0.192550191,0.115941304,0.009736333,0.08069773,0.030923154,0.022877341,0.081526971,0.093772099,0.021952336,0.073739788,0.033588264,0.029091303,0.101138071,0.070059509
RELT_84957.,0.063876006,0.008410982,-0.031882655,-0.103809683,-0.029492121,-0.128129167,0.038523997,-0.108833085,0.00576933,0.040786462,0.095461702,0.030176154,-0.012524639,-0.116358187
REM1_28954.,0.045174828,-0.051491983,-0.115156318,0.039665917,-0.1847989,-0.068881288,0.081406237,0.072037285,-0.049657528,-0.02283069,-0.068128816,0.096631864,-0.042222767,-0.083045546
REM2_161253.,0.032131729,-0.042655929,-0.372600786,0.011076946,0.098869881,0.058926831,0.100293825,-0.086549317,0.072064424,-0.136969412,0.056348583,-0.019487694,-0.076068384,0.109553512
REN_5972.,-0.033902615,-0.013660726,-0.333546682,-0.126470379,-0.080832054,-0.215204264,0.023836926,0.017974581,-0.252270725,0.040724538,-0.009340565,-0.007193468,0.02884213,-0.234414035
REP15_387849.,0.043730347,-0.009491311,-0.208831284,0.041426436,0.028043554,0.041605579,-0.035207583,0.024084573,0.06627283,-0.118665467,0.014837053,0.009470619,0.076520504,0.071394613
REPIN1_29803.,-0.025956916,-0.11215814,-0.135731309,-0.071012977,-0.128240422,-0.090394262,-0.114668981,-0.105678861,-0.06404519,0.061810179,0.13431291,-0.053037248,-0.042000359,-0.029951775
REPS1_85021.,-0.008223458,-0.181608523,-0.059948781,0.025764245,-0.055797404,-0.049293427,-0.041714506,0.077345283,0.049209437,-0.011560028,-0.00646063,0.058118226,0.114162102,-0.152224326
RER1_11079.,-0.298721999,-0.135444964,-0.316770064,-0.299220575,-0.307784909,-0.085234654,-0.209760335,-0.051457906,-0.281499898,-0.29600685,-0.261269924,-0.210386606,-0.234222392,-0.221046043
RERE_473.,-0.084173276,-0.089213916,0.032375293,-0.291243766,-0.102195785,-0.108706237,-0.102286346,-0.083029951,-0.085677389,-0.076170579,0.063580288,-0.113876088,-0.025944148,-0.212564167
RERG_85004.,-0.050402005,-0.209282715,0.109198302,-0.160563441,-0.251876697,-0.091155124,-0.134550732,-0.02866772,-0.118052886,-0.076400387,-0.150158749,-0.138839054,-0.068816667,-0.154944561
RERGL_79785.,0.271192291,0.014293787,0.142126065,0.141411743,0.15399353,0.150676879,0.137428272,-0.060381539,0.170426519,0.001966354,0.176117001,0.232392463,0.027555254,0.187676611
RESP18_389075.,0.129358329,0.061971211,0.235478175,-0.046920134,0.195300783,0.060926867,0.123352006,0.035467255,0.163765314,0.051375085,0.050320624,0.180943928,0.156268074,-0.041944866
REST_5978.,-0.1175383,-0.157396804,-0.462793903,-0.058315139,-0.355839787,-0.22430244,-0.138374983,-0.078628904,-0.135062496,-0.065095035,-0.127138696,-0.209623493,-0.14412308,0.00593164
RET_5979.,-0.107453485,-0.10519587,-0.448453019,-0.112504227,-0.220930997,-0.119650429,-0.100476247,-0.02536932,-0.096891937,-0.155435014,-0.151974035,-0.129083869,-0.019490492,-0.02456548
RETN_56729.,-0.068720703,-0.01636093,-0.043307181,-0.073950833,-0.17561613,-0.091960913,-0.030960724,0.005222729,0.021105192,-0.104871711,-0.203400027,-0.160478984,0.050184542,0.009210024
RETNLB_84666.,-0.0535271,-0.087825461,-0.045488398,-0.069610414,-0.062157008,-0.226124656,-0.129936231,-0.088523871,-0.074336295,-0.148927666,-0.267861486,-0.115245294,-0.077261776,0.049389546
RETSAT_54884.,-0.025713403,-0.300135314,-0.089415661,-0.232816035,-0.051640485,-0.053501153,-0.119473685,-0.081411858,-0.211885617,-0.269231841,-0.03384672,-0.052689586,-0.09952805,-0.06734177
REV1_51455.,-0.044912729,-0.020019537,0.055192915,-0.153102274,-0.162766378,-0.06830949,0.011152011,-0.021053898,0.02297776,-0.140470505,-0.189386806,-0.106371844,-0.035069904,-0.012879531
REV3L_5980.,-0.745743464,-0.672575882,-0.51725481,-0.406296068,-0.492263581,-0.674887851,-0.488434907,-0.505110448,-0.673883293,-0.493166988,-0.72479796,-0.565517299,-0.702682044,-0.518519508
REXO1_57455.,-0.001185097,-0.136339023,0.12013012,-0.074900632,-0.070108367,-0.055516551,-0.113311665,-0.127803065,0.014040984,-0.112892664,-0.075028735,-0.125882208,-0.186842339,0.021293843
REXO2_25996.,-0.44952864,-0.344404852,-0.374009892,-0.1934454,-0.962011507,-0.294449607,-0.209658803,-0.176987868,-0.265969258,-0.507483324,-0.199085249,-0.176098678,-0.400306269,-0.587291092
REXO4_57109.,-0.035949088,-0.005441113,0.024363185,0.139354586,-0.021458055,-0.064661089,0.01513383,-0.14129773,0.010082443,-0.068653586,-0.02769304,-0.132317423,-0.218194632,-0.036485767
RFC1_5981.,-0.33851326,-0.255917831,-0.417415033,-0.330586538,-0.278467768,-0.458299548,-0.402203967,-0.434267278,-0.48266303,-0.31642478,-0.291831959,-0.31052229,-0.32381635,-0.321182089
RFC2_5982.,-1.251658198,-1.436623898,-0.917700575,-1.325199295,-1.499999195,-1.336216143,-1.144853042,-1.279319702,-1.415402075,-1.335189267,-1.188124698,-1.205246951,-1.265035331,-1.358327088
RFC3_5983.,-1.573112462,-1.378157192,-1.226937664,-1.469321012,-1.48586691,-1.504401337,-1.358736389,-1.009247911,-1.341731168,-1.272114107,-1.371188753,-1.262797897,-1.057710794,-1.197557796
RFC4_5984.,-0.386556298,-0.510205836,-0.03257154,-0.578368507,-0.696202705,-0.793009361,-0.516762655,-0.667194735,-0.494324684,-0.735139535,-0.594743847,-0.68856038,-0.684953185,-0.357207522
RFC5_5985.,-0.871695953,-1.088040416,-0.332318384,-1.010598287,-0.981816925,-0.813149663,-0.700293511,-0.859510766,-0.862781915,-0.900003844,-0.963179258,-1.385344154,-0.711053772,-0.744322037
RFESD_317671.,0.274796343,0.133314969,0.268729867,0.111140744,0.144432651,0.134864767,0.081506847,-0.006333101,0.141169615,0.150008379,0.065098352,0.057329349,0.211756756,0.292686405
RFFL_117584.,-0.484219125,-0.430824684,-0.415575005,-0.390875256,-0.478050446,-0.278261932,-0.361090063,-0.443554966,-0.189551822,-0.445720249,-0.564574797,-0.592473657,-0.250299978,-0.319813902
RFK_55312.,-0.519733534,-0.339624189,-0.421681704,-0.200222979,-0.33161328,-0.35633625,-0.517373613,-0.739262469,-0.493636312,-0.212766955,-0.988877316,-0.606661907,-0.854527394,-0.809869079
RFNG_5986.,0.064931034,0.102331421,0.306887898,-0.045535294,-0.036085607,0.113471693,-0.085156855,0.035283219,0.078064392,0.023435361,0.111706289,-0.045964496,0.07960411,-0.030671731
RFPL1_5988.,-0.071315757,-0.013208208,-0.032192683,-0.126658574,0.017223706,-0.003998663,-0.082871899,-0.132154645,0.042813572,-0.16905677,-0.134248407,-0.020559018,-0.052843588,-0.003441198
RFPL2_10739.,0.08830327,-0.031085829,-0.120905767,-0.066660952,0.097648534,0.009194319,-0.071651599,-0.084972483,-0.011850474,-0.057816704,-0.075845174,-0.031247023,0.024029323,-0.058047686
RFPL3_10738.,0.017425942,-0.110084659,-0.037861103,-0.072248854,0.085652329,-0.014731624,-0.149874221,-0.221666801,-0.045385061,-0.153226392,-0.08945676,-0.062624692,-0.146122787,-0.059308854
RFPL4A_342931.,-0.217639493,-0.058409772,-0.173539084,-0.027917828,-0.045805097,-0.189580394,-0.184162449,-0.272643704,-0.18680905,-0.164394442,-0.203986894,-0.257311017,-0.317234565,-0.206367119
RFPL4AL1_729974.,0.214746477,0.185950008,0.289487,0.239549661,0.24129396,0.225915676,0.240298112,0.109243352,0.204700397,0.049775883,0.187770146,0.253939752,0.272011647,0.288595841
RFPL4B_442247.,-0.047563969,-0.065218943,-0.052932665,-0.10226585,0.001713717,-0.02765626,-0.064016135,0.006459022,-0.057859467,-0.091933197,-0.14257484,-0.084495599,-0.014374442,-0.165647852
RFT1_91869.,-0.739625924,-0.621065833,-0.622374499,-0.884064949,-0.973428843,-0.890413074,-0.427953883,-0.840591632,-0.585311756,-0.918344261,-0.885811262,-0.893380497,-1.04568512,-0.748587592
RFTN1_23180.,0.141517063,0.087927457,0.133240364,0.138287471,0.225587106,0.116158369,0.21749635,0.00926418,0.088735944,-0.025776588,0.255297095,0.080098641,0.173451845,0.132095099
RFTN2_130132.,0.11125785,-0.157279805,0.191765105,-0.021521989,0.006233846,0.137021294,0.020632155,0.013689867,0.063724984,0.006088528,0.044660655,-0.018699106,-0.056174835,0.044510147
RFWD2_64326.,-0.195660122,-0.042270641,-0.241227934,-0.128693814,-0.159394679,-0.262087143,-0.156382996,-0.164702175,-0.105696776,-0.345798881,-0.287191592,-0.412146675,-0.468355332,-0.243422811
RFWD3_55159.,-0.302813699,-0.097014882,-0.090011383,-0.213042722,-0.479546367,-0.155455604,-0.238508937,-0.139655995,-0.229838624,-0.184589508,-0.385270694,-0.214563089,-0.280884272,-0.243748134
RFX1_5989.,-0.205393576,-0.238282028,-0.014466416,0.061039464,-0.251935136,-0.066730043,-0.295815525,0.03968497,-0.096416374,-0.215765139,-0.228054933,-0.151097871,0.101760281,-0.130772717
RFX2_5990.,-0.153282837,0.001135936,0.037723805,0.018019329,-0.081175758,0.008088585,0.048695857,0.033480512,-0.128317684,-0.104236899,-0.185289277,-0.294201149,-0.054757748,-0.160239971
RFX3_5991.,0.19166475,0.121503484,0.300871883,0.189206277,0.115879213,0.118159709,0.137558905,0.066387016,0.12117725,0.145432545,0.253596828,0.126166703,-0.167734032,0.137358406
RFX4_5992.,0.035413105,-0.126163997,-0.177102632,0.044206455,0.160413517,-0.02671793,-0.021737831,-0.000766765,-0.127642354,0.068421889,-0.070470092,0.051194847,0.011484153,0.018598528
RFX5_5993.,-0.100916577,-0.17733732,-0.523118651,-0.216407681,-0.243315563,-0.318113841,-0.066557915,-0.127480292,-0.243308293,-0.135197161,-0.209313077,-0.145187802,-0.372600578,-0.164459192
RFX6_222546.,-0.062009232,0.014951852,-0.011048591,-0.021337236,0.017473351,-0.119526393,0.033909616,0.019583527,-0.26881676,-0.046279823,-0.025273857,-0.026548857,0.038928108,-0.19896844
RFX8_731220.,0.032247951,0.058039586,-0.067171992,-0.044578015,-0.021211251,0.06670496,0.013665131,-0.04809167,-0.068692915,-0.31650826,-0.000583047,-0.076780876,-0.039389857,-0.027702129
RFXANK_8625.,-0.121557363,-0.096304899,-0.322709677,0.075629346,-0.37118997,-0.144789444,-0.131345167,-0.139714521,-0.196386261,-0.207389007,-0.145080364,0.050447571,-0.175579757,-0.056829616
RFXAP_5994.,-0.248574015,-0.054790065,0.141102594,0.020369082,-0.058199643,-0.2132013,-0.019317528,0.112015094,-0.155047932,-0.004564014,-0.0164234,-0.158633725,-0.153076953,-0.083660237
RGCC_28984.,-0.104178378,-0.107701229,-0.220053501,-0.031007182,0.003111824,-0.004263173,-0.006681208,-0.026581815,-0.091420717,0.068482944,-0.011334908,0.030644684,-0.141368248,-0.091363419
RGL1_23179.,0.071346682,-0.142021287,0.148851569,-0.011589383,-0.047471628,-0.020247329,0.010643723,-0.011272774,0.124837319,-0.005872912,-0.21772724,0.081189308,0.128424097,0.187341148
RGL2_5863.,0.196581287,0.197641843,0.263301556,0.066516603,-0.054094529,0.222323344,0.074294449,0.13987216,0.216836371,0.046890524,0.211390592,0.269021003,0.053090977,0.079257579
RGL3_57139.,0.142772564,0.066536697,0.078697074,0.235567046,0.063815863,0.096043032,0.03038854,0.042982593,0.009145737,-0.005645037,-0.074309482,0.162314532,0.155010686,0.13725247
RGL4_266747.,0.148802895,0.026092048,0.051323833,0.044692986,0.108270709,0.037156003,0.031584476,-0.043216543,0.086987164,-0.063429703,0.034098273,0.072811851,-0.097977641,-0.007865038
RGMA_56963.,0.066152776,-0.135155342,-0.266542793,-0.037470732,-0.012822562,-0.039794695,-0.011571285,-0.136992977,0.002001942,-0.043112144,-0.21555466,-0.116377691,-0.07201575,-0.053127191
RGMB_285704.,0.263938226,0.165426412,0.17835912,0.291067204,0.098715333,0.072488662,0.18028786,0.059356739,0.004992594,0.006704743,0.105401256,0.090690052,-0.075540314,0.206154503
RGP1_9827.,-0.173397075,-0.184467896,-0.344090891,0.087752659,-0.695991287,-0.228197771,-0.18644387,-0.138071707,-0.483659128,-0.356801253,-0.35822721,-0.59228144,-0.35629915,-0.354274338
RGPD1_400966.,0.231659451,0.004174422,-0.046133587,-0.105338842,-0.187687385,-0.056719611,-0.107548807,-0.116306461,0.061151437,-0.083266911,0.027950961,-0.050572709,-0.086558216,0.13168703
RGPD2_729857.,-0.291762426,-0.246379817,0.038860151,-0.291842665,-0.215062691,0.017884583,-0.128495971,-0.252012486,-0.067413547,-0.182158507,-0.222410644,-0.16411463,-0.206837829,-0.148144935
RGPD3_653489.,0.165304719,-0.05086708,0.451658306,0.004715736,0.094465762,0.132803406,0.055806904,0.055779956,0.041451414,-0.028295567,0.167953132,0.038789045,0.101828641,0.179378422
RGPD4_285190.,-0.150011582,-0.420095191,0.195722479,-0.430738003,-0.449502729,-0.128434277,-0.509860608,-0.463267942,-0.323152108,-0.527634575,-0.385911453,-0.455330098,-0.150269751,-0.200397647
RGPD6_729540.,-0.853985285,-0.679594047,-1.425406803,-0.771595945,-0.708225571,-0.808278397,-0.766941294,-0.627371266,-1.102914793,-0.519204534,-0.528585392,-0.673443695,-0.923524006,-0.912820332
RGR_5995.,-0.180784291,-0.191852148,0.015127996,0.08355404,-0.022917137,-0.07585686,0.004140551,-0.024172231,-0.043790021,-0.193995255,-0.050296694,-0.090481985,-0.170089453,-0.002420757
RGS1_5996.,0.170502197,0.161207573,0.365391817,0.087317575,0.158211781,0.143466849,0.213031829,0.147290339,0.193038585,0.180160526,0.129822608,0.205675097,0.194365206,0.328446187
RGS10_6001.,0.10743609,0.074227101,0.094979934,0.02720009,0.196585525,0.020391474,0.148547067,0.045132461,0.01317978,0.103623723,0.424476619,0.311730325,0.165473975,0.076149904
RGS11_8786.,-0.02419428,0.240492919,0.107722925,0.031452492,0.239483678,0.137046454,0.048957418,0.072168673,0.012150312,0.097083173,0.098008718,0.072513313,-0.184248607,-0.049015608
RGS12_6002.,-0.083478076,0.073577279,-0.14383102,-0.032526095,0.031235412,-0.132263277,-0.011225273,-0.027856645,-0.043042563,0.005547237,0.021164821,-0.175047145,-0.037929497,-0.08725513
RGS13_6003.,-0.07523909,0.01036282,-0.144184663,-0.116214368,-0.157521989,-0.109882167,-0.083827073,-0.026946257,-0.148092049,-0.050304079,-0.046278985,-0.149298081,-0.149199217,-0.151965698
RGS14_10636.,-0.058766117,-0.200772669,0.137340265,-0.151750861,0.039824497,-0.043267232,-0.067707682,0.025978425,0.019060129,-0.068564802,-0.053441863,-0.164963642,-0.221350888,-0.175504762
RGS16_6004.,0.015265967,0.006633103,0.193656438,-0.026020102,0.02910041,0.111449236,0.053758901,0.122902215,-0.006841001,0.015416441,0.136573631,0.063557863,0.147846948,0.052401794
RGS17_26575.,0.169303809,-0.076343028,0.344627146,0.098073473,0.173458958,0.151004253,0.114413375,0.089039146,0.100388274,0.020747472,-0.008736597,0.014277319,-0.026156653,0.103375129
RGS18_64407.,-0.153282212,-0.021867489,-0.429581208,-0.006975343,3.47E-06,-0.04648441,0.104527913,-0.009719189,0.013334681,0.053157762,0.013953355,0.059907932,-0.023102358,-0.128308322
RGS19_10287.,0.033402129,-0.008893919,-0.145466959,-0.001243055,-0.043571316,0.016072567,0.128376432,0.010218167,-0.101017406,-0.101415663,0.161224862,-0.118374481,0.009788107,-0.112273368
RGS2_5997.,-0.201878465,-0.18415674,-0.508118747,-0.182546937,-0.109366601,-0.286964884,-0.048550396,-0.160476412,-0.220851863,-0.063770585,-0.037305806,-0.15870265,-0.095195159,-0.326637767
RGS20_8601.,0.113764962,0.202184427,0.141690539,0.166956453,0.269134507,0.145864704,0.173381407,0.054196455,0.096417966,-0.006131483,0.075531743,0.060264549,0.155833236,0.124955979
RGS21_431704.,0.068846305,0.029122395,-0.076207873,0.00809786,0.121194192,0.200443906,0.104179424,-0.029670303,0.170892976,0.111735505,-0.038354478,-0.080805748,-0.088236779,0.108753573
RGS22_26166.,0.027770931,-0.030582169,-0.130647101,0.180116806,0.223669196,-0.022667965,0.039189641,0.092223132,0.009554651,-0.038289014,-0.104176305,-0.053271395,-0.104153092,-0.092301786
RGS3_5998.,-0.170378475,-0.060924159,-0.078916418,0.111827059,-0.029257232,-0.113734932,0.045366352,0.012742307,-0.04001252,-0.099288512,-0.004903251,0.089843603,0.096746444,-0.093123617
RGS4_5999.,0.105551691,-0.027473266,0.121851195,0.102723382,0.041963162,0.158490108,0.094106884,0.017702818,-0.010061586,0.087154175,0.174963121,0.182075855,0.092800838,0.086126857
RGS5_8490.,-0.030916026,-0.089285138,0.0130038,0.043819056,-0.001448619,0.085615868,0.046759355,0.093726649,0.019249948,-0.061827074,-0.032329319,-0.143540889,0.117566636,0.067245018
RGS6_9628.,0.030704996,-0.023493893,0.010744519,-0.014061066,0.07469186,0.04579,0.010565794,0.053369023,0.04335773,0.014576115,-0.081305188,-0.092441192,0.190540496,-0.029516641
RGS7_6000.,-0.033156466,0.013074096,0.080935729,0.025583345,0.14248667,0.089935893,0.04507378,0.116118927,0.080623967,-0.012947074,0.105920627,-0.057253349,0.076808398,0.011771423
RGS7BP_401190.,-0.0692092,0.091678579,0.250940878,0.064025464,-0.134798578,0.008838861,0.031937309,-0.010463085,0.031487798,-0.067138568,-0.027218471,0.122453088,-0.010577416,-0.006436589
RGS8_85397.,-0.091126604,-0.058472473,0.033714681,-0.062221344,0.053990956,-0.115233455,0.002685551,-0.082031317,-0.046953535,0.028078402,0.032284555,-0.024117694,-0.161901602,-0.126927853
RGS9_8787.,-0.017179989,0.028919038,-0.044129891,-0.036108548,0.028750698,0.092815732,0.013949127,-0.082403174,0.021034235,-0.092821499,0.039397667,0.084042363,0.06152372,0.018157226
RGS9BP_388531.,0.09608164,0.050662452,0.238114051,0.124401439,0.09263554,-0.078962498,-0.007508335,-0.005739553,0.053147477,0.053221106,0.024917511,0.146220031,0.179250302,0.19780653
RGSL1_353299.,-0.091301613,-0.067168831,0.086486159,0.042160389,-0.004469222,-0.000413897,0.147131705,-0.01642649,0.046805342,0.104530807,-0.023035445,0.03864855,-0.005512712,-0.066499753
RHAG_6005.,0.359267037,-0.127034441,-0.04029483,0.162280258,0.106798144,0.097137512,-0.032479021,0.058808589,0.088055667,-0.039893795,0.056190814,0.057922808,0.043022555,-0.000479006
RHBDD1_84236.,-0.010107962,-0.082915264,0.085328344,0.029024625,-0.009156312,-0.087959147,0.011335521,-0.030789415,-0.205512989,-0.024454774,0.003238231,-0.144569179,0.039373276,-0.075209117
RHBDD2_57414.,0.102517482,0.130779129,-0.188158887,0.015513702,-0.082178877,-0.036709225,-0.086333226,0.050906057,-0.061498013,0.159075165,0.084763426,-0.008103775,-0.005040255,0.111929203
RHBDD3_25807.,0.159710809,-0.027991265,0.046102539,0.051679803,0.333551021,0.064793321,0.012380303,-0.04042896,-0.02462999,-0.049247023,-0.002725282,0.149931342,-0.048138076,0.059008867
RHBDF1_64285.,-0.290815459,-0.116179887,0.073675591,-0.307116836,-0.197658934,-0.101719247,-0.173025697,-0.095041922,-0.258293893,-0.244623021,-0.141651357,-0.296330395,-0.577847959,-0.340061771
RHBDF2_79651.,-0.251523221,-0.259020491,-0.22185028,-0.205874055,-0.340113556,-0.097962627,-0.251517846,-0.291110391,-0.132945013,-0.087990726,-0.331647956,-0.148876516,-0.081616417,-0.190217017
RHBDL1_9028.,-0.179129749,-0.105036407,-0.31267057,-0.188327262,0.011637645,-0.211484903,-0.118001286,-0.142797286,-0.219562218,-0.121064335,-0.073331135,-0.164273096,-0.309593588,-0.478346242
RHBDL2_54933.,0.060270347,-0.081480498,0.060890129,-0.012615654,-0.232666682,-0.140405505,-0.101108374,-0.002196678,-0.024857226,-0.050037045,-0.101492758,-0.055722097,0.007178978,-0.076418767
RHBDL3_162494.,-0.061327147,-0.005504229,0.04881497,-0.111925873,-0.026430505,-0.066903168,-0.085497704,-0.138515833,-0.022421424,-0.160768795,-0.084534321,-0.07028834,-0.134344802,-0.022012602
RHCE_6006.,0.189609486,0.087468068,0.486721346,-0.002414358,0.077236583,0.073790415,0.060559463,0.011008905,0.095585781,0.014596354,0.121837413,-0.055387061,0.142007852,0.185493026
RHCG_51458.,-0.130254117,-0.029943804,0.077607729,-0.094812647,0.05417618,0.008089981,0.001688913,0.003719682,-0.049646163,-0.033435384,-0.119371386,-0.140855197,-0.155294641,-0.09436425
RHD_6007.,0.059839508,0.151759144,0.336828007,-0.161949575,0.121593781,0.026345874,0.168210902,0.068071371,-0.13963978,-0.125222325,0.235647267,-0.091500565,0.013781626,0.079841542
RHEB_6009.,-0.417943147,-0.328368634,0.035539928,-0.517277444,-0.234067138,-0.334881584,-0.200912021,-0.742244504,-0.250296588,-0.260151847,-0.443672673,-0.550258071,-0.370404056,-0.148240777
RHEBL1_121268.,-0.042947372,0.024102446,-0.194925249,-0.150347225,-0.091511357,0.045692449,-0.047850726,-0.064515589,-0.050761804,-0.168889512,0.057100507,-0.035042731,-0.127253574,0.035670575
RHNO1_83695.,0.013370418,-0.151670423,-0.047845274,-0.061819858,-0.192138915,-0.169126359,-0.012871821,-0.054988501,-0.057112149,-0.048882257,-0.141665173,-0.19564446,-0.107432894,0.063897474
RHO_6010.,0.005154115,-0.046407996,-0.14086425,-0.063923085,0.185261419,0.036769022,-0.013608452,0.026408255,-0.019798884,-0.066842265,-0.140003615,-0.195049524,-0.130173294,0.006745431
RHOA_387.,-0.175556179,-0.350265235,-0.351851153,-0.382005436,-0.503740211,-0.224008554,-0.400396627,-0.272133495,-0.67572724,-0.122132111,-0.992259948,-0.469984761,-0.826935825,-0.210240668
RHOB_388.,0.007022032,0.001238785,-0.158533777,-0.07924298,0.004669909,-0.066868928,-0.044968859,-0.126879987,-0.119157803,-0.064346438,-0.059638068,-0.123945586,-0.086383895,-0.135745761
RHOBTB1_9886.,-0.156922367,-0.019001135,0.063772741,-0.045630221,-0.0160099,-0.000307334,0.006109174,-0.011433502,0.00511157,-0.106264335,0.102258217,-0.054787409,0.037139062,-0.038741916
RHOBTB2_23221.,-0.063804311,-0.000742442,-0.048280008,0.126802049,-0.077554654,-0.035631506,-0.002700996,-0.061023186,-0.087773953,-0.002383497,0.162574704,-0.106460804,-0.248951867,-0.096886337
RHOBTB3_22836.,0.244043214,0.133780379,0.113351348,0.120132249,0.226243945,0.073588738,0.126518762,-0.012182019,0.086261652,-0.089047628,0.172828322,0.066671055,-0.144482606,0.28054184
RHOC_389.,-0.210700521,-0.17822608,-0.212064862,-0.125910455,-0.281023991,-0.137295453,-0.273168019,-0.214864659,-0.103829382,-0.370508274,-0.293660811,-0.214963514,-0.186694516,0.029892279
RHOD_29984.,-0.133541048,0.035329495,-0.140120327,-0.087147874,-0.232633859,-0.129448106,-0.052862642,-0.023981228,-0.182876491,-0.060585023,-0.15360696,-0.041845468,-0.182725648,-0.227610955
RHOF_54509.,-0.074046054,-0.132853442,-0.487665439,-0.111288464,-0.153111522,-0.174277559,-0.092792381,-0.125695106,-0.192776945,-0.319198377,-0.091741903,-0.18191308,-0.428160054,-0.127905606
RHOG_391.,0.0070183,0.002985773,-0.134194412,-0.089078388,0.062662229,-0.027375044,-0.069670271,-0.033149821,-0.191083777,-0.163476424,-0.113060132,-0.158684984,-0.18980212,-0.082121989
RHOH_399.,-0.105454884,-0.223428127,-0.378993595,-0.078326983,-0.000795516,-0.323245762,-0.091729564,-0.081740373,-0.222430252,-0.008029032,-0.130128779,-0.047040596,-0.257757358,-0.287738383
RHOJ_57381.,-0.104614513,-0.066925069,-0.191846134,-0.03995892,0.122465514,0.032586788,-0.008060231,-0.007774925,-0.037270293,-0.107880556,-0.062908471,0.040499989,-0.065592292,-0.053843113
RHOQ_23433.,-0.620782823,-0.594464689,-0.653020513,-0.409938949,-0.591285344,-0.436816983,-0.242086758,-0.343985018,-0.623022723,-0.411686284,-0.494585184,-0.488025769,-0.50999381,-0.533042187
RHOT1_55288.,-0.265127526,-0.148846395,-0.273823268,-0.320282014,-0.163965647,-0.172682436,-0.110106532,-0.1420704,-0.296412708,-0.220731745,-0.116560299,-0.218042663,-0.0910096,-0.076116483
RHOT2_89941.,-0.166876092,-0.071217417,0.215580291,-0.228298441,-0.153099933,-0.034091212,-0.033902564,-0.114065583,-0.13805102,-0.158833499,-0.187070089,-0.245683495,-0.16981556,-0.219490902
RHOU_58480.,0.008952149,-0.041631249,-0.114561589,-0.003924956,-0.029874064,-0.085297592,-0.076943056,-0.082220879,0.018334103,-0.062648775,-0.053373326,-0.00682023,-0.031309837,0.016843288
RHOV_171177.,0.115875204,-0.017613255,0.153525399,0.104831967,0.068521061,-0.145889385,0.012786073,-0.096565032,-0.091303653,-0.060543342,0.132761872,0.002334288,-0.087546096,0.012124321
RHPN1_114822.,-0.340943161,-0.325341933,-0.245158452,-0.124246688,-0.340781506,-0.170060815,-0.346507239,-0.136618355,-0.491144036,-0.195811568,-0.309319093,-0.273402974,-0.354777414,-0.518936445
RHPN2_85415.,-0.131200717,0.023198686,-0.186107631,-0.056368859,0.085703817,-0.084202168,-0.257154316,-0.216653126,-0.086440667,-0.191082255,-0.110067639,-0.076540788,-0.138235488,0.045111167
RIC1_57589.,-0.010053126,-0.441548603,-0.489837323,-0.063791536,-1.276762411,-0.351891477,-0.248491388,-0.087822843,-0.557724804,-0.329539113,-0.784908564,-0.973039167,-0.451843019,-0.825442636
RIC3_79608.,-0.056893821,-0.100848329,-0.100330005,0.04125257,-0.104332434,-0.035967383,0.035664748,-0.10058592,-0.075380019,0.003417626,-0.078886013,0.020945996,-0.129158871,-0.034381938
RIC8A_60626.,0.187689199,-0.05671459,-0.01632771,-0.019156313,-0.190218881,0.079719251,-0.452639812,-0.072112039,-0.057517405,-0.007403305,-0.225047749,-0.100256113,-0.495477546,0.161026332
RIC8B_55188.,0.199661737,0.027992415,-0.019631653,0.038393728,0.209851938,-0.040240145,0.081242674,0.00863158,0.077503866,0.133414705,-0.013673675,-0.142943853,0.165838269,0.073368457
RICTOR_253260.,-0.662287223,-0.242832211,-0.021695835,-0.860096836,-0.151645326,-0.445272805,-0.091248369,-0.219872695,-0.468606002,-0.790300451,-0.368399173,-0.423301284,-0.603470188,-0.478725709
RIF1_55183.,-0.390268009,-0.199835427,-0.122501926,-0.265284267,-0.289454269,-0.445240063,-0.302886593,-0.467777238,-0.336784072,-0.36580751,-0.386167554,-0.099200855,-0.498489681,-0.243643291
RIIAD1_284485.,-0.078814991,-0.089605719,0.160317777,-0.148493262,-0.097339649,-0.016494919,0.01829759,0.00116747,0.008252916,-0.051420384,-0.025336175,0.062482847,-0.008168779,0.015969642
RILP_83547.,-0.057530321,-0.017817237,0.121386767,-0.22048724,0.104282515,0.010795721,0.046439386,-0.107979549,-0.140058907,-0.144191667,0.01242259,-0.049767836,-0.204810878,-0.130437928
RILPL1_353116.,-0.184626288,-0.081131806,-0.25354992,-0.13047195,0.130736292,0.016194984,-0.066302637,0.047337331,-0.184941109,-0.064591641,-0.095071987,0.017144923,-0.006876866,-0.038590959
RILPL2_196383.,-0.305294327,-0.352667795,-0.158261205,-0.308939956,-0.608271214,-0.255935181,-0.370913992,-0.256472666,-0.299117355,-0.165420347,-0.355584331,-0.380982024,-0.164906057,-0.488695222
RIMBP2_23504.,-0.036656851,0.07266566,0.037429143,-0.095968936,0.018455345,-0.048065289,-0.071928073,0.0936864,-0.015922618,0.020258387,-0.017651156,0.021241589,0.041239075,0.022397109
