,HS578T_BREAST,HCC1937_BREAST,DU4475_BREAST,BT549_BREAST,HCC1143_BREAST,MDAMB436_BREAST,MDAMB157_BREAST,HCC1806_BREAST,HCC1395_BREAST,HMC18_BREAST,MDAMB231_BREAST,MDAMB468_BREAST,CAL51_BREAST,MDAMB453_BREAST 
APOL6_80830.,0.026135626,0.023421063,0.144098654,0.145849257,0.114817048,-0.014830927,0.034990681,-0.008721551,0.084368002,0.131648864,0.145611697,0.131397309,0.021411784,0.081927612
APOLD1_81575.,-0.068289553,-0.009553548,-0.076875601,-0.167612846,-0.268769202,-0.229967143,-0.210057778,-0.192609377,-0.21646109,-0.095553349,-0.224008882,-0.291324037,-0.073474284,-0.227698775
APOM_55937.,0.018862382,-0.100482512,-0.092936514,-0.043467267,-0.311799314,-0.02963033,-0.04282253,-0.026744213,-0.147777865,-0.160657733,-0.024569487,0.100339968,-0.101682884,-0.019591259
APOPT1_84334.,-0.129062557,-0.010112438,-0.256529198,-0.075394012,-0.052199472,-0.170071507,0.044184708,-0.05568112,-0.191217328,-0.031728039,0.038935373,0.031710932,-0.092627837,-0.264273573
APP_351.,0.037757773,-0.04285185,-0.296815896,0.022866035,0.074005936,-0.022734228,0.11995541,-0.006400747,-0.111511117,0.013002622,0.215710047,0.125204701,0.076638021,0.038864044
APPBP2_10513.,-0.108987171,-0.047354408,0.026376286,0.007591492,0.053746977,-0.112519063,0.046871566,0.125637261,-0.051669366,-0.008529865,0.205756153,-0.050550235,0.183109646,-0.190393999
APPL1_26060.,0.011764021,-0.142954252,-0.321018323,0.015184195,-0.03647151,0.078980724,0.001783791,-0.073033055,-0.043511163,-0.024113736,-0.014747186,-0.077484643,-0.038693303,0.077305624
APPL2_55198.,0.082444268,0.144261385,0.207015993,0.060069585,0.117928158,0.03380185,0.084085187,0.081771815,0.076172675,0.128837403,0.116256116,0.060991724,-0.00394567,0.096176958
APRT_353.,-0.182862728,-0.173705067,-0.487148161,-0.261249848,-0.187713886,-0.145509192,-0.114758091,-0.177897418,-0.311425342,-0.146192562,-0.258010874,-0.284836864,-0.245842003,-0.259268216
APTX_54840.,0.003222276,-0.047379398,-0.043500008,0.018336563,-0.12159744,0.020835569,0.061492853,-0.096216005,-0.084733889,0.015737483,0.008987171,0.005941438,-0.18192872,-0.056759184
AQP1_358.,0.158935732,0.064128487,0.183853564,-0.042929788,0.155158086,0.030489359,0.068173233,0.096855738,0.069179457,0.086672342,0.232927091,0.084031276,0.016630633,0.172551657
AQP10_89872.,-0.22306666,-0.101803006,-0.645665644,-0.092545317,-0.132665768,-0.12618371,0.019768909,0.000143832,-0.163035936,-0.037694064,-0.022356876,0.143586941,-0.187444148,-0.126936614
AQP11_282679.,0.211022768,0.061181086,0.311333155,0.064367344,0.095320618,0.102857956,0.133726994,0.043312633,0.155155136,0.095209067,0.235783999,0.131023895,0.01634468,0.0145386
AQP12B_653437.,-0.236456091,-0.117079057,-0.275251048,-0.291394163,-0.282507581,-0.036245255,-0.145961705,-0.287417085,-0.153310388,-0.094701913,-0.177998469,-0.025182164,-0.056190151,-0.239085532
AQP2_359.,-0.185213165,-0.04700384,-0.10445935,-0.267049852,-0.207282572,-0.023344115,-0.06044859,-0.038325202,-0.186849855,-0.087716455,-0.195330191,-0.024565581,0.006052272,-0.058815653
AQP3_360.,-0.187183053,0.045845208,-0.127618893,-0.16073337,-0.168266174,-0.177643734,-0.060578154,-0.070185839,-0.044354596,-0.155909118,-0.090904575,0.069454208,0.0226102,0.005372076
AQP4_361.,0.171661173,0.016988815,-0.092701655,0.127309156,0.159825115,-0.018701388,0.073650164,-0.006703358,-0.046134128,0.161665753,0.058725765,0.021296545,-0.098062806,0.137760369
AQP5_362.,-0.17649484,-0.033262799,0.046759583,-0.140214474,-0.131286753,0.128571894,-0.115398605,-0.008509311,0.03999373,-0.128381898,0.008587596,-0.149352281,-0.123218031,-0.107356634
AQP6_363.,-0.074499805,-0.117328527,0.016432289,-0.134916281,-0.187629022,0.026821388,-0.10679419,-0.040782114,-0.091313381,-0.095523977,-0.134830739,-0.186925384,-0.054348538,-0.163240423
AQP7_364.,-0.679776747,-0.603845748,-0.89016367,-0.610000415,-0.75386241,-0.492304733,-0.48308714,-0.817431228,-0.501188727,-0.8419833,-0.820211498,-0.951277006,-0.83130906,-0.563124319
AQP8_343.,0.033107207,0.111525798,0.034107125,-0.102582025,0.125447523,0.049616493,0.113077226,0.020452506,0.111818002,0.095464199,0.173026947,0.199659449,0.004094078,0.005868651
AQP9_366.,-0.039415321,-0.082162701,-0.104754787,-0.041403231,-0.411964253,-0.010530921,-0.072806874,-0.090884226,-0.0293824,-0.078796745,-0.259696342,-0.120574835,-0.146418981,-0.097607918
AQPEP_206338.,0.017741918,0.022844213,0.060402646,-0.007547534,-0.020492171,-0.141087454,0.054562396,0.008595775,-0.074231459,-0.116782511,-0.062669371,-0.020027338,0.039836398,-0.039577224
AQR_9716.,-1.016830356,-0.97077138,-0.971893097,-0.803145476,-0.826325611,-0.892883923,-0.920530155,-0.930306883,-1.119552337,-0.898667663,-0.891005176,-0.781906249,-0.890113722,-0.909331617
ARAP1_116985.,-0.136801089,0.016051015,-0.058125434,0.066782941,-0.100637958,0.074314971,0.060223522,0.01892344,-0.078711412,-0.046375903,-0.016579473,-0.05032766,-0.190663701,-0.070710954
ARAP2_116984.,0.120344558,0.152585798,0.228683856,0.207473527,0.313046305,0.121002091,0.130447971,0.045314506,0.132317699,0.094687684,0.145266284,0.218509231,0.115503671,0.167819049
ARAP3_64411.,0.061679625,0.012638652,-0.045775028,0.002782477,0.075877176,-0.093024434,0.111171777,0.049634211,-0.015541986,-0.020784742,0.158738859,0.038879566,-0.047646584,-0.050450675
ARC_23237.,0.134491473,0.121185231,-0.140801051,0.135747445,0.040193479,0.016396815,0.027200743,0.057623243,0.002560665,0.094163201,0.100393748,0.014716627,0.221965698,-0.172738279
ARCN1_372.,-1.050038345,-0.911276856,-0.526923209,-1.006106912,-1.283429797,-0.892151832,-1.097766463,-0.841219652,-1.053486865,-0.851260864,-0.964327315,-0.906396655,-0.856185143,-0.951900605
AREG_374.,0.097967539,0.162794934,0.345173934,0.075591635,0.081264551,-0.048182663,0.006769694,0.059931262,0.033911441,0.101767498,0.252061851,0.0485554,0.222843453,0.165282598
AREL1_9870.,-0.260165055,-0.206261624,-0.265152825,-0.242743561,-0.097491785,-0.23527956,-0.220150667,-0.154487703,-0.129505021,-0.145300151,-0.391868161,-0.402618599,-0.215614765,-0.241961481
ARF1_375.,-0.524548914,-0.243598457,-0.262014341,-0.265106264,-1.010931997,-0.470257895,-0.559187906,-0.449802652,-0.186348988,-0.466490113,-0.380060207,-0.760503172,-0.561196739,-0.125268061
ARF3_377.,-0.273462737,-0.244662179,-0.259685728,-0.262276994,-0.250642606,-0.176865288,-0.16853544,-0.170605096,-0.154823524,-0.135518126,-0.096455332,-0.16530816,-0.348632978,-0.071936838
ARF4_378.,-0.677708639,-0.313128756,-0.655491934,-0.179027473,-0.70835508,-0.304820042,-0.220566831,-0.880758418,-0.793012632,-0.786528278,-0.716317626,-0.450800592,-0.509955794,-0.092630385
ARF5_381.,-0.027935178,-0.004213979,-0.300393211,0.025899193,-0.087850893,-0.107644639,-0.110051858,-0.021599617,-0.064351215,-0.018875479,0.090480136,-0.040010697,-0.025145251,-0.028280875
ARF6_382.,-0.411329776,-0.202717505,-0.42200805,-0.651158398,-0.466486006,-0.408993318,-0.258465874,-0.179000195,-0.293610897,-0.094584732,-0.155171475,-0.405497969,-0.320218248,-0.131497788
ARFGAP1_55738.,0.064004818,-0.076136875,0.210565767,-0.061847397,0.209582835,0.005913193,0.098912694,-0.052730378,-0.053218764,0.032913733,-0.005985111,-0.075361726,-0.028526576,0.025429467
ARFGAP2_84364.,-0.226995493,-0.041715082,-0.110639612,-0.255138813,-0.213238103,-0.217653114,-0.000437041,-0.041467818,-0.209206651,-0.037586276,-0.173672664,0.040444971,-0.002543728,-0.211258945
ARFGAP3_26286.,0.107680708,0.117734986,0.16400617,0.126957609,0.24596966,0.049574404,0.064613846,0.046442856,0.152633313,0.070109162,0.324450723,0.137954951,0.11800972,0.082535481
ARFGEF1_10565.,0.023626237,-0.125626909,-0.196255563,0.052801321,0.1162903,-0.109999958,-0.046356147,-0.038180971,-0.066747803,-0.061371956,0.029710034,0.012161166,-0.1172114,0.045978896
ARFGEF2_10564.,0.0179496,-0.043267925,-0.046075435,0.164364308,-0.080012414,0.040221079,0.075509894,0.042814879,-0.130646385,-0.067916341,-0.004717075,-0.067822696,-0.029893594,0.051393938
ARFIP1_27236.,0.099421711,-0.084452334,0.245162245,0.067809309,0.131329273,0.088941887,0.101474786,0.095837899,0.111538485,0.079869306,0.103941635,0.11470576,0.025797869,0.032411885
ARFIP2_23647.,-0.063580237,-0.088195583,-0.118741284,0.076417034,-0.059049544,-0.136025781,0.016023867,-0.066327522,-0.19338012,0.098380647,-0.169563135,-0.049093113,-0.176839493,-0.18783681
ARFRP1_10139.,-0.610504909,-0.543817235,-0.306726948,-0.489322505,-0.858454306,-0.214976214,-0.370074826,-0.477980158,-0.517651719,-0.514480634,-0.652276452,-0.713691669,-0.624759557,-0.305135776
ARG1_383.,0.2185065,0.130544252,0.165201597,0.060377467,0.17925354,0.060171661,0.070035442,0.159532216,0.125432396,0.072449587,0.207675029,0.134403955,0.07790452,0.113898007
ARG2_384.,0.076070068,0.045968,0.074565391,0.093539196,0.090705082,-0.06085837,0.105802937,0.075669383,-0.006427174,0.032607437,0.101444446,0.102067397,0.069631604,0.108473206
ARGFX_503582.,-0.499248561,-0.415048981,-0.792950504,-0.383071427,-0.438827508,-0.387923201,-0.458062837,-0.421606924,-0.528856459,-0.335815178,-0.574253515,-0.358226197,-0.442042767,-0.442570187
ARGLU1_55082.,-0.694312857,-0.912091136,-1.182681518,-0.620802964,-0.477372847,-0.732018967,-0.59279258,-0.530596674,-1.172382311,-0.456790468,-0.707614485,-0.693550864,-0.635019372,-0.833172943
ARHGAP1_392.,-0.102767948,-0.047147705,0.081681557,-0.13542261,-0.344015858,-0.298519652,0.032231745,-0.035504732,-0.077753257,-0.078879623,-0.055437316,0.021825668,-0.055060313,-6.35E-05
ARHGAP10_79658.,0.142245591,0.152835324,0.272120112,0.156164645,0.187763743,-0.032568564,0.188686024,0.211432066,0.167848478,0.102773418,0.231179289,0.052297705,0.08999161,0.015636308
ARHGAP11A_9824.,-0.238461523,-0.151062257,-0.083148494,-0.153556455,-0.160468172,-0.172605656,-0.170913413,-0.055959566,-0.153833856,-0.414600904,-0.128769078,-0.07962499,-0.164498629,-0.245511459
ARHGAP11B_89839.,-0.297932862,-0.216928767,-0.437329974,-0.225335526,-0.274189553,-0.301263104,-0.145476602,-0.139825406,-0.166812949,-0.415939126,-0.22525402,-0.202831184,-0.510627629,-0.371103926
ARHGAP12_94134.,-0.120514342,-0.156566288,-0.199225363,-0.024937912,0.210908629,0.02022236,0.089524805,0.04045345,-0.119338688,0.041840838,0.200830605,-0.015759067,0.035222413,-0.030032897
ARHGAP15_55843.,-0.046793435,-0.109500251,0.098889609,-0.050962862,-0.049156422,0.006762813,-0.007098355,-0.030618726,0.078282645,-0.051993891,-0.048425323,-0.038700907,-0.059901566,0.045170105
ARHGAP17_55114.,0.095049443,0.055663491,-0.030252876,-0.278852779,0.012213891,0.097190334,-0.0029249,-0.001046473,0.043747626,0.02814072,0.190336125,0.016416001,-0.060662547,-0.091797767
ARHGAP18_93663.,0.055285509,0.022779328,0.127340614,0.121524507,0.165224642,-0.113806413,0.088923885,0.120652402,0.07052274,0.041699963,0.010175692,-0.013212727,0.022253397,0.041181428
ARHGAP19_84986.,-0.062215203,-0.002370217,0.201497613,0.007294055,-0.10554015,0.061330888,-0.039989949,0.026934756,-0.02097063,-0.000492567,0.097823492,0.048672607,-0.024489372,0.030480274
ARHGAP20_57569.,0.07480575,0.068855908,0.019378879,-0.020797963,-0.065800301,0.075946005,0.051170915,0.039175818,0.043774483,0.215051174,0.23189537,-0.096102181,0.138523483,0.151419948
ARHGAP21_57584.,-0.136788143,-0.011950288,-0.052105032,0.150053449,0.142472404,-0.070879379,0.269093368,-0.013106144,-0.070664155,0.042525952,0.254652099,0.038581778,-0.07422494,0.019494205
ARHGAP22_58504.,-0.01952184,0.096516359,-0.090803993,0.027614239,-0.022336925,0.051509151,-0.003090802,0.052135482,0.02138131,-0.068738535,0.154590999,-0.01002792,0.074037116,0.056211232
ARHGAP23_57636.,-0.168246814,-0.324822289,-0.482379436,-0.298051031,-0.473375167,-0.09872556,-0.232082259,-0.249789202,-0.18211288,-0.360678828,-0.23328957,-0.306492524,-0.281867649,-0.302711706
ARHGAP24_83478.,0.100267805,0.092422311,0.117623115,0.125756435,0.246913937,-0.036420969,0.098554392,0.074727416,0.03807157,0.119147282,0.03764695,0.002345196,0.198561354,0.035612655
ARHGAP25_9938.,-0.0319487,-0.007171937,0.044911156,-0.102223518,-0.07469326,0.027976636,-0.035795678,0.058754097,-0.065287407,-0.036938954,-0.077411165,0.113590084,-0.104011999,-0.05245776
ARHGAP26_23092.,-0.006028993,0.185081042,0.328514599,0.016724765,0.090842153,0.103554835,0.227069414,0.06398913,0.072488944,0.009541318,0.205953867,0.140264903,-0.045815445,0.21175414
ARHGAP27_201176.,-0.054420705,0.093948896,0.005932901,-0.09087917,0.127722661,0.017881564,-0.023155427,-0.064202098,-0.18563678,-0.062461519,-0.073481166,0.096011998,-0.139182295,0.098072454
ARHGAP28_79822.,0.073603671,0.168789157,0.269974358,0.137628801,0.145234651,-0.126181973,0.0353127,0.046462118,-0.023002516,0.087343898,0.175114587,0.140868292,-0.124162096,0.096956606
ARHGAP29_9411.,-0.058424656,-0.262795908,0.18638765,-0.142949202,0.048030198,-0.053717349,0.075272661,0.018475699,-0.013759893,-0.188574968,0.281497244,-0.381807861,-0.269540008,0.061469534
ARHGAP30_257106.,0.038854034,-0.106238199,-0.181277706,0.113619351,0.078422487,0.092589227,0.190008942,0.064198364,0.066871358,-0.067208677,0.017657415,0.084770177,-0.12501248,0.125017581
ARHGAP31_57514.,0.064213155,0.041695758,-0.08137682,0.090157707,0.14860267,-0.119428502,0.050269974,-0.024430406,0.010805044,-0.048196745,0.037283688,-0.189269565,-0.162115894,0.046720517
ARHGAP32_9743.,0.105753146,0.048235352,0.101121956,0.217249903,0.064774713,0.144232814,0.127061126,0.073196308,0.141071037,0.093829258,0.156205857,-0.040774377,0.069444046,0.025518485
ARHGAP33_115703.,-0.00537757,0.094234579,0.050713334,0.096645425,0.06351009,0.030904571,-0.165657855,-0.06572813,-0.081104328,0.000339826,-0.059068524,0.152658723,-0.09865884,-0.001465257
ARHGAP35_2909.,0.187224061,0.276167461,0.472797107,0.244461232,0.258556755,0.118072446,0.150659755,0.070336414,0.226311971,0.186873007,0.349958602,0.200440643,0.289532217,0.187091415
ARHGAP39_80728.,0.069800749,-0.04283881,-0.35908896,0.139664456,0.061096903,0.11544036,0.21820419,0.137289045,0.120568183,-0.077059764,0.158291632,0.05143111,-0.018523858,-0.105841927
ARHGAP44_9912.,0.293746573,0.126894273,0.174484258,0.078762032,0.288760418,0.096304913,0.144338646,0.065413365,0.147616392,0.063665937,0.226620581,0.238521123,0.0349084,0.211419055
ARHGAP5_394.,-0.216021659,-0.126905268,-0.24884248,0.033146327,-0.239335467,-0.059088809,-0.038996049,-0.094866935,-0.098092084,-0.21217356,0.101298065,-0.130064387,-0.629525683,0.02025337
ARHGAP8_23779.,-0.036843503,-0.028607401,-0.021721452,-0.081592843,0.062357806,0.019902037,-0.026261514,-0.029854677,-0.148475701,-0.05262165,0.098817703,-0.032397117,-0.107334247,-0.116723078
ARHGAP9_64333.,-0.344079848,-0.2437605,-0.472267295,-0.263933272,-0.47853437,-0.048110641,-0.296706245,-0.232165904,-0.134854874,-0.290017183,-0.38342902,-0.136760652,-0.174698406,-0.317960663
ARHGDIA_396.,-0.012791975,0.001111779,-0.217910297,-0.194268189,-0.249804565,-0.194246484,-0.083161363,-0.043100002,-0.291548743,-0.262390653,-0.143905487,-0.018091212,-0.272830532,-0.358850806
ARHGDIB_397.,0.02539805,0.075411417,0.008372719,0.027156327,0.149147575,-0.014491286,0.036708967,0.104209638,0.106920314,0.176725781,0.162586577,0.060437912,-0.067158546,0.065164293
ARHGDIG_398.,-0.040803103,0.172038109,-0.094562148,-0.083942103,0.024559734,-0.021501129,-0.029160283,-0.085367957,0.033952325,0.082510519,-0.056457892,0.026482381,-0.011060099,-0.171841153
ARHGEF1_9138.,0.0127263,0.015259206,-0.117101211,0.066775844,0.083483981,-0.05175343,0.00573193,0.008153261,-0.043276758,0.022430469,-0.04782504,0.102147109,-0.081660083,0.068555873
ARHGEF10_9639.,0.109191708,0.063813301,0.069341408,0.12377875,0.179525782,0.013700213,0.043200677,0.042640329,0.081423819,0.102825911,0.256851968,0.131630293,0.055856453,0.071713303
ARHGEF10L_55160.,-0.030254915,0.124451889,0.14767533,0.009827626,0.041744941,-0.04955857,0.101319428,0.026132131,0.003908295,-0.013801432,0.152219285,-0.026445121,0.125002212,-0.053138996
ARHGEF11_9826.,-0.300094395,-0.084141066,-0.255969433,-0.161296169,-0.13142265,-0.206233091,-0.071302169,-0.1190171,-0.138884883,-0.139575643,-0.213745907,-0.094110627,-0.067954373,-0.248452304
ARHGEF12_23365.,0.177666646,0.038190872,0.253450653,-0.043197717,-0.048541458,0.080556816,0.014943688,0.013802551,0.049276583,0.093030914,-0.018862745,0.07230252,-0.083973028,0.224591521
ARHGEF15_22899.,0.044768875,0.107204868,0.074413002,-0.080984109,0.093700533,-0.017320805,-0.086652335,-0.015933111,-0.010325758,-0.059622144,0.073065242,0.133489709,0.075834371,-0.045160945
ARHGEF16_27237.,-0.226292029,-0.163014435,-0.387358496,-0.21603313,-0.121741753,-0.147532586,-0.08612318,-0.0664079,-0.161689174,-0.028204925,-0.0254283,-0.152167356,0.051871773,-0.112425904
ARHGEF17_9828.,-0.026317468,0.061328489,0.163918775,-0.045320979,-0.084592337,0.033440596,0.029092383,-0.087965893,0.03475973,-0.003553064,-0.124216182,-0.012677023,0.104151762,0.037548786
ARHGEF18_23370.,0.129747494,0.080275099,0.10838266,0.105290894,0.115651922,-0.022182638,-0.005605046,-0.028203387,0.027151051,0.016541957,-0.063408493,0.06909805,-0.048355818,0.073889622
ARHGEF19_128272.,-0.239492468,0.051975243,-0.163662521,-0.159338153,0.002109846,-0.076825475,-0.090013224,0.015087046,-0.172402156,-0.165549357,0.050213428,-0.067164462,-0.171042643,-0.251353014
ARHGEF2_9181.,-0.161352108,0.032498538,-0.179634107,-0.11387516,-0.098876347,-0.083931836,-0.017643235,0.016665163,-0.03979244,-0.070446499,0.0616111,-0.0061259,-0.102242208,-0.052825379
ARHGEF25_115557.,-0.193785119,0.009588586,0.159827616,-0.190889903,-0.267181199,-0.07830839,-0.113190188,0.025364653,-0.016419444,-0.110498055,-0.013814083,-0.094632452,0.047867824,-0.062680146
ARHGEF26_26084.,0.137331425,0.186863153,-0.135354532,-0.010448719,0.138359748,-0.066458894,-0.015220321,0.039190089,-0.09100775,0.005073834,-0.005573532,-0.019442567,-0.036137248,0.344760023
ARHGEF28_64283.,-0.225861151,-0.090575323,-0.56562811,-0.055427325,-0.294199778,-0.106705979,-0.055718489,-0.196529967,-0.318927131,-0.095490179,-0.308558791,-0.206511665,-0.132195384,-0.17303675
ARHGEF3_50650.,0.125122399,-0.110400966,-0.110603678,0.079789025,-0.041154195,0.162705745,0.043013322,0.051163834,-0.064059321,-0.030349124,0.000346999,0.097444136,-0.038678588,0.116739975
ARHGEF33_100271715.,-0.148154878,-0.001297325,-0.214727385,-0.239430858,-0.067975958,-0.04856151,-0.102173348,-0.156666444,0.005242415,-0.175196011,-0.07473355,-0.048903514,-0.215069646,-0.224133965
ARHGEF35_445328.,0.124655567,0.212838496,0.165611192,0.023779533,0.151260844,0.152422667,0.208657886,0.090234478,0.263596179,0.101071983,0.232859923,0.040268863,0.391496585,0.058413924
ARHGEF37_389337.,0.090899806,0.121006444,0.216160219,0.061109292,0.121197955,-0.000143041,0.05477272,0.063245214,0.033681376,0.008476947,0.113310721,0.125259153,0.152210368,0.040119156
ARHGEF38_54848.,-0.035157691,0.130693052,0.027743179,0.013200925,0.027937125,0.068782264,0.041305466,0.106692423,0.073051477,0.115872934,0.146891822,0.082943805,0.10148351,-0.085636421
ARHGEF39_84904.,-0.098848317,-0.031186668,0.049690463,0.054839933,-0.078230606,-0.024690131,-0.018015236,-0.053723255,0.010550598,-0.050486422,0.005119919,0.019243987,0.011480651,-0.02829332
ARHGEF4_50649.,0.070874284,0.013955185,0.106541638,0.022386623,-0.096711143,-0.076579454,0.081394993,0.038133481,-0.10825837,-0.090055934,0.00679488,0.147430171,-0.026136861,0.036785241
ARHGEF40_55701.,-0.132555471,-0.08676813,-0.418309743,-0.186555658,-0.274107282,-0.191429605,-0.181354093,-0.204492862,-0.058433305,-0.413396694,-0.257300763,-0.081994471,-0.169701315,-0.082341985
ARHGEF5_7984.,-0.309822599,-0.1881853,-0.73201011,-0.323201995,-0.29449263,-0.198320895,-0.281061272,-0.156973473,-0.017407916,-0.193814578,-0.192578791,-0.40547828,-0.047329131,-0.217048526
ARHGEF7_8874.,-0.257603422,-0.502288336,-0.463347368,-0.508824897,-0.040938423,-0.461420818,-0.250948209,-0.346446747,-0.421612103,-0.053753685,-0.60062666,-0.18422482,-0.738247621,-0.139203114
ARID1A_8289.,0.215896707,-0.317087805,-0.482819689,-0.547211719,-0.307212741,-0.277361885,-0.327929272,-0.265240232,-0.21700569,0.075423666,-0.238213219,-0.327627294,-0.223633588,-0.070833247
ARID1B_57492.,-0.065831055,-0.164343537,-0.394586956,-0.033977157,-0.109973341,-0.076055332,-0.029511254,-0.052356472,-0.093072822,-0.093983948,-0.011420081,-0.122386355,-0.649925457,-0.043362891
ARID2_196528.,-0.208307075,-0.426995471,-0.21307766,-0.313582836,-0.103619381,-0.161010588,-0.544772314,-0.209329224,-0.525452961,-0.271321599,-0.410471533,-0.266768089,-0.562629941,-0.345473511
ARID3A_1820.,-0.419398887,-0.510416202,-0.160633523,-0.45865714,-0.818121628,-0.328660682,-0.270791571,-0.462037835,-0.244258267,-0.495824172,-0.561947319,-0.655415037,-0.292500937,-0.520491908
ARID3B_10620.,-0.171303057,-0.346254646,0.022335363,-0.202175039,-0.154764527,-0.209581028,-0.236652506,-0.17498845,-0.198876296,-0.253690858,-0.236021657,-0.197211694,-0.122148977,-0.23424035
ARID3C_138715.,-0.200851355,-0.067030491,-0.269340519,-0.184442078,-0.337597673,-0.122278864,-0.1250741,-0.195196561,-0.19554772,-0.1851284,-0.352057142,-0.212663383,-0.035933347,-0.157629594
ARID4A_5926.,-0.161780964,-0.073636355,-0.005920099,0.026798519,-0.231808959,-0.172590408,-0.008570032,0.036430818,-0.357765124,-0.083851292,-0.084858183,-0.006855788,0.083982699,-0.134760453
ARID4B_51742.,-0.228976769,-0.161954048,-0.028344032,0.045340857,-0.221866301,-0.241548446,-0.129248059,-0.361322448,-0.022018837,-0.402254626,-0.02709931,-0.156009621,-0.17644121,-0.163580964
ARID5A_10865.,-0.138839065,-0.344518943,-0.090975204,-0.26354893,-0.51514551,-0.299883396,-0.211708822,-0.239380272,-0.290098958,-0.382455302,-0.356253345,-0.371482375,-0.229380333,-0.272131546
ARID5B_84159.,-0.076765631,-0.135737902,-0.065746595,-0.025235296,-0.152512202,0.035189544,0.013731136,-0.107940224,-0.029603758,-0.070727101,-0.144820022,-0.284310244,-0.348114139,-0.032079785
ARIH1_25820.,-1.111806621,-1.494049553,-0.81943946,-1.030137606,-1.381195298,-0.762836359,-0.588688678,-1.059674644,-0.918019912,-1.237029228,-1.078820256,-1.162367405,-0.83047705,-1.051507431
ARIH2_10425.,0.020590043,0.032956518,-0.021510258,-0.168561187,-0.015607284,0.163833607,0.094146092,-0.075949476,-0.135800129,0.308440076,0.279084029,0.224679315,0.000440272,-0.02882982
ARIH2OS_646450.,0.049688623,-0.086914766,-0.184575841,-0.089767693,0.153126485,0.018005964,-0.04305711,-0.013648675,-0.1135297,0.036400321,0.033403681,-0.029248198,-0.116804809,0.025464861
ARL1_400.,0.166461025,-0.001450901,0.293296762,0.041280406,-0.102903744,0.164927502,-0.036608484,0.009949986,0.150192631,0.024690058,-0.13316994,-0.103465035,-0.049110079,0.137483453
ARL10_285598.,-0.127551403,-0.098083847,0.024554374,-0.149748385,-0.085203691,0.064632893,-0.067537483,0.099272811,-0.052621186,-0.119672071,0.025705835,-0.051883896,-0.108806454,-0.207578634
ARL11_115761.,-0.074976709,-0.066038025,-0.121201956,-0.15567344,-0.026578711,-0.03814816,-0.060147474,0.065627862,-0.042878527,0.09284169,-0.028901868,0.005374363,-0.007938158,-0.081915629
ARL13B_200894.,0.067332654,-0.067858596,-0.273259585,0.016337638,0.090847006,0.027007695,-0.070705913,-0.033727177,-0.222434009,-0.123982246,-0.072333796,0.089435503,0.060778345,-0.022455067
ARL14_80117.,-0.023596998,0.060889436,-0.07008136,0.029607092,0.042777474,-0.06602422,-0.088836453,0.097390524,-0.057082574,-0.123041756,0.086457812,-0.111625144,-0.006218068,-0.018001782
ARL14EP_120534.,-0.021321857,-0.033416719,0.113074897,0.070468408,-0.009267598,-0.031720175,0.018354661,-0.070092825,0.100410888,0.007835436,0.042975482,0.019241139,0.001826945,0.114025303
ARL14EPL_644100.,0.178072989,0.077864754,0.09601227,0.094122926,0.014484157,0.04542036,0.12805952,0.026656974,0.109224043,0.00695088,0.177250084,0.066539879,-0.003591786,0.135026217
ARL15_54622.,0.002882834,0.24876005,0.075449078,-0.000288231,-0.021622558,0.17124091,-0.052007939,-0.035016419,0.023015706,0.138279435,-0.107314222,-0.006075506,-0.101633436,0.171416191
ARL16_339231.,-0.101637143,0.004773516,0.016611055,-0.14312087,-0.128715264,0.070866047,-0.134503082,-0.141857309,-0.100893981,0.009837605,0.041105592,-0.041022911,-0.258902996,-0.065288606
ARL17A_51326.,0.004247016,-0.100241397,0.231911744,0.012561771,-0.008764933,0.067503761,0.171184932,-0.05138622,-0.041952508,-0.0338152,0.050841203,-0.01335872,-0.132757673,0.152014471
ARL2_402.,-1.14117847,-1.066277827,-0.6899983,-1.236079791,-1.325744576,-1.094852038,-1.241060281,-1.173710251,-0.871739702,-1.212131916,-1.117909997,-1.015900918,-1.203371598,-1.251542222
ARL2BP_23568.,-0.051422524,-0.242849099,0.004786971,-0.145719442,-0.119488085,0.03109187,-0.132790039,-0.155521104,0.119228056,0.110676962,-0.165272751,-0.233367816,-0.052251887,-0.041324423
ARL3_403.,-0.078692988,-0.120636637,0.092765158,-0.143414876,0.013393007,-0.017582129,-0.020814477,0.053139722,-0.117777201,0.028149333,0.083502828,-0.081082153,0.032992662,-0.0059953
ARL4A_10124.,-0.022626012,-0.017760963,0.068402174,0.013831038,0.075972349,-0.053870965,0.02296269,0.019939408,0.02131386,-0.044348707,-0.10556423,-0.045542668,-0.071777753,0.184865691
ARL4C_10123.,-0.143703594,-0.055375339,-0.214458546,-0.081999063,-0.100510714,-0.199975282,-0.079740398,-0.019289636,-0.31549854,-0.223685102,-0.056471965,-0.016187575,-0.107254757,-0.040069646
ARL4D_379.,-0.479752067,-0.221265491,-0.480380381,-0.302122788,-0.365946241,-0.326080287,-0.217030825,-0.35858558,-0.353858832,-0.354410772,-0.271541322,-0.295930305,-0.372335804,-0.233952909
ARL5A_26225.,0.018053445,-0.155079527,0.216412125,-0.080635756,-0.01827839,0.071412452,0.047090622,-0.080160398,-0.044390012,0.007630234,-0.160267868,-0.076723913,-0.083702996,0.056738425
