Gene,BL1_tvalue,BL2_tvalue,M_tvalue,LAR_tvalue
WSB1,-2.449755726,1.374446413,2.265979763,-1.534822919
HMSD,-2.300868011,0.893881317,-0.851250619,2.469758348
CREB1,2.300399805,-0.867791103,-0.761233821,-0.01405357
HSP90B2P,-2.388125608,1.1682347,-0.275220949,1.100880845
SLC35A3,2.303284224,-1.701430001,0.458748377,-1.217163278
FMNL1,2.301597926,-1.016202345,2.624321862,-1.922258467
SERPINB12,2.297066948,-1.129563581,1.91806377,-1.265672041
ATAT1,2.492161828,-1.550500833,-0.081172057,0.623152767
FLT4,-2.296543955,2.789355979,-0.572184593,0.738555172
PHF13,2.296440521,-1.121942158,-0.66299339,-1.30605528
TBC1D23,2.296258409,-2.840349566,0.463566697,-0.271992772
RMI2,2.295884901,-0.778133069,1.423745897,-2.476563455
KLHL22,-2.425289428,1.140865289,0.423343432,1.236386179
ZNF33A,2.29559547,-2.321537892,1.06345591,-1.43565819
LRRC8C,-2.424604592,0.855533472,0.582559855,1.126162613
PIP4K2B,2.295151214,-1.970476227,2.20912067,-0.865016106
E2F3,-2.295044729,1.989644083,-2.203024473,2.368883769
PDE12,2.294667431,-1.345669188,-0.097183203,-1.140852872
SSC4D,-2.297024118,2.286557594,-2.126344138,1.734955314
NMRK2,-2.439764823,1.481985705,0.073696178,1.417648036
FUT1,-2.295393527,2.752864073,-0.769970769,0.89105192
SPIC,2.295220075,-2.209155734,0.973311741,-0.819340096
IFI6,2.29483057,-0.59797934,0.223631891,-1.140735287
CLCN7,-2.290083752,1.509631818,-2.213901759,1.681904214
WWP2,-2.37595779,2.206157092,-0.794851805,0.735491916
PRPF3,2.288087581,-1.337349704,-1.046390063,-0.554429045
SERPINA10,2.287978063,-0.908169502,1.048794081,-1.720650196
ATP6V0A2,2.291193715,-2.232617498,0.090085708,-2.526651179
SERF2,2.739947589,-1.418574641,0.978089614,-1.46795078
UBE2E4P,-2.28752039,1.604578007,0.465795746,1.323921361
ASGR2,-2.28651399,2.836036555,-1.161826925,0.939646222
DUSP3,2.286334703,-1.274475909,0.651389344,-0.322826126
RNF112,-2.286236624,1.867328311,0.628606558,0.665909122
SRD5A1,2.289452583,-1.217390536,1.282987005,-0.980124835
PSPC1,2.285881033,-1.672538758,1.275969868,-1.500375195
SLC17A6,2.288935237,-0.940569514,2.702048803,-3.435474719
LEPROTL1,2.288889403,-1.859807063,-0.456459051,-0.42106657
LGALS4,2.284228601,-0.741921475,-0.175722967,-0.388323789
SBF1,-2.28729568,2.007175109,-1.260412106,1.486853163
NRG2,2.283763704,-0.983169626,0.851826805,-1.44117925
ACSM1,-2.286896543,2.367889872,-1.50742895,1.963596251
SPRR2G,-2.475434676,1.651821201,1.707365976,-1.904356444
LPCAT4,-2.28597235,2.427893884,-1.267419357,2.113156835
SIGLEC16,-2.448798721,0.094806755,-0.210906487,0.955985675
SLC12A2,-2.284797884,0.341923836,-2.531178691,1.538794836
DDX49,2.281321483,-0.49921495,0.036263551,-0.585069879
EIF2S3,-2.284692869,0.555281244,-0.86113595,2.14801397
RAB5A,2.281160673,-2.712127287,-1.271161041,-0.552146721
ROBO4,-2.284376984,1.454897124,0.755962727,0.697726584
TMBIM6,2.283251301,-4.536537953,1.015890547,-1.633757961
KCNQ3,2.278776311,-1.704596051,0.073454936,-1.89537992
RBM22,-2.277900574,1.573493399,-1.317423412,2.100906842
PTCRA,2.281203815,-2.541528013,-0.41705717,-0.482669464
HOXB2,2.277726118,-2.163388701,0.587888696,-2.471197662
MYBBP1A,-2.276260284,2.651243932,0.393956565,1.023792435
KCNJ3,-2.276215509,3.130423011,-2.640377727,1.980530947
GIMAP5,2.279354889,-3.186992153,2.06338351,-0.729541904
FBXO22,-2.27586644,0.126064822,0.237579984,1.652041508
GDF11,-2.278325853,3.04430207,-0.586021623,0.823313675
LINC00161,2.277160901,-2.310545956,0.773092522,-1.742301177
SPSB1,-2.270824869,3.041213604,-0.465594201,1.352003437
CHGB,2.713595882,-0.751106739,-0.121568733,-0.700015309
PHLDB2,2.273324409,-2.327568604,0.235312157,-1.95093848
G6PC,-2.273189544,0.548524518,-0.111610087,2.240862553
DUSP21,-2.269716066,1.551795054,-1.043487172,2.734981565
SHOX,-2.271154566,0.742460541,-0.750347209,2.158288986
ARAP1,2.267273528,-1.745735208,-0.839320081,-1.454274217
TREX2,-2.267265578,2.510535265,0.380021866,0.129353344
HLA-J,2.267243253,-2.385816397,0.33149521,0.261252319
OTOP1,-2.270325057,2.214319141,-0.526375603,0.795230814
CDK9,-2.266627664,2.637127314,-0.408417462,0.504585939
ZNF658B,-2.2699276,1.951920156,0.509491592,0.040127917
BAGE5,-2.408910794,-0.264673536,-0.86628387,2.114790703
C1orf174,-2.266890448,1.474791714,-1.101309249,0.386281935
PTPRC,2.263164696,-2.859274375,0.960668054,-0.996025995
ZNRF2,2.265952402,-2.097724983,-0.871092603,-0.940277329
MAP2K6,-2.262454715,1.502499609,0.945190694,0.883546165
RPP40,2.261739545,-1.879808656,0.499697258,-1.170932546
ABLIM1,2.26477873,-1.043333677,0.53629997,-0.323246325
SCP2D1,-2.263037284,2.809774468,-1.13228592,1.435290795
CD200R1L,-2.262030265,2.09083937,-0.024642871,2.498158921
SDCCAG8,-2.261937292,1.6491419,0.104535366,1.950202258
VAMP7,2.261569519,-1.588720248,0.694163541,-0.514719338
AZGP1,-2.256820685,1.126562068,-0.980219475,2.255518491
SPARC,2.258986608,-2.208830716,-0.282344569,-0.611911568
MARCO,2.25469983,-2.683666203,0.875860032,-0.92561332
ARL11,2.252161861,-2.039930866,1.053445953,-1.12586591
UMODL1-AS1,-2.683283095,1.992513276,1.274829335,0.003551081
NUP107,-2.254148755,0.817509521,1.119022541,0.207068087
NOL8,2.682512656,-0.626178604,0.827050191,-2.237851679
SYT10,2.25369832,-0.995898773,1.838356068,-2.444664299
GAPDHS,2.249346088,-1.790801321,0.85417949,-1.94683391
IFIT3,-2.25133245,-0.24302068,-1.082363332,1.804732528
MYOZ1,-2.678008233,1.677366196,-0.981544103,2.223716787
STK38,-2.24702763,2.117551855,-0.697708565,1.519971267
HTR1F,2.246395202,-0.943038607,-0.627923202,-1.415005638
ZSCAN22,2.245765728,-1.380906955,1.137830297,-2.122939381
MFSD1,2.245910894,-3.190542477,0.48516684,-1.068007439
NPC2,-2.242272441,1.191992993,0.876810701,0.270369962
KMT2A,-2.242068165,1.378236189,-0.093813368,-0.139232896
TFCP2,-2.245333333,1.193280041,-0.091598738,1.313689323
TINCR,-2.245053827,0.848601299,-1.618956131,2.321205686
UPRT,2.240382409,-1.65964264,0.271793271,-1.775409371
DPP10,2.239916135,-2.569732904,0.205472146,-0.806247128
AQP1,-2.243148206,1.281964954,-0.854843871,2.163323405
TMEM208,-2.243093847,2.858321401,-1.542603227,1.552762186
FAM200B,-2.666099935,1.206169268,-1.830595611,3.068902239
CFAP53,2.241228067,-0.469254562,0.749193082,-1.32916957
ANKAR,-2.419706754,-0.43405096,0.245660429,0.465577567
BPY2B&BPY2C&BPY2,-2.240796666,1.289415563,0.468862655,1.107466079
SOX6,2.237027811,-2.665230768,-0.540928401,0.358797525
P3H3,-2.236169178,1.350418364,-0.375583463,1.523798154
CSN3,2.23935296,-2.247274529,1.234265624,-2.433051826
P2RX1,2.238633005,-2.579967961,1.086698125,-1.319689366
LGALS16,-2.392504928,-0.149814494,-0.916318466,0.698330974
PPAN,2.232890254,-1.762854016,0.582039897,-0.409286926
PAAF1,-2.231709656,0.692561211,0.23583964,-0.077976919
CCDC151,2.653468219,-1.726079439,-1.091713024,-0.310731721
STXBP5L,-2.411068301,0.563538304,-1.351235124,2.165270711
METTL14,2.229286927,-1.027628663,-0.855733832,-0.991127468
CPS1,2.228228771,-2.355281736,0.549921592,-1.029626446
ZNF669,2.231463538,-1.234966845,0.19583506,-1.491564718
TMCO3,-2.231063287,2.202447278,0.082429854,0.564907441
SLC6A6,-2.230988245,0.67087473,0.055856881,1.014793148
SLU7,-2.230446253,1.035684067,-0.970235898,2.033989051
EFCC1,-2.646553278,2.143487693,-0.536909606,1.766000447
MEIS3,-2.230034705,0.76341271,-2.189129129,1.802325044
SULT4A1,2.226572476,-1.769835548,2.206163985,-1.519750894
CKAP4,2.229063845,-1.863586706,0.171503266,-0.63808182
LOC100996415,-2.641549886,2.934028184,-0.919824749,1.934892361
SETD6,-2.223613605,2.820220518,-1.185084309,2.073107851
HIST1H4F,-2.226199228,1.149042685,-1.044740033,1.869173512
PCDHA10,-2.225897914,2.41849339,-1.083491696,1.506003778
ESRP1,2.401420459,-0.121367914,0.799920198,-0.909017308
ZNF468,-2.225608435,2.094428782,-0.916963641,1.270600747
RTEL1,2.225171071,-1.612952084,0.173643735,-2.203042725
GUCY2C,2.221823317,-1.084741663,-0.194485229,-0.937891266
CYP4V2,2.220034087,-2.544899539,1.262806857,-1.709069493
MINDY3,-2.221832129,2.814638259,0.305172161,-0.192539584
CERS5,-2.221290526,2.085989884,-0.266634691,0.492911389
NDUFB10,-2.22048613,2.245083257,-1.423543589,1.179429827
DUSP18,-2.21726105,1.153464047,0.110399259,1.023267217
GATA6,2.21640766,-1.889255155,0.330126388,-1.576045911
S100A3,2.219319279,-1.749978232,3.360650928,-2.064930369
KRR1,2.219304993,-2.489296081,1.003348881,-1.448368221
KERA,-2.21605783,1.802554931,0.087212722,1.894310922
MOBP,2.218628485,-1.008626505,0.060562238,-0.776622556
C12orf54,2.628132954,-2.416253052,0.549241217,-1.537341049
REXO4,2.214636751,-3.274056483,1.010609424,-1.948968631
TAF8,2.214431202,-1.803625038,-0.518497854,-1.581346251
HOOK3,2.332035198,-0.808655249,-0.012909487,-1.205151193
MOCS2,2.217355294,-2.317679267,-0.270856305,-0.774824166
LOC643387,-2.213723587,2.202792287,-0.79531138,0.257348397
MTDH,2.21641566,-1.644059768,0.248559509,-0.001606791
RASL11B,-2.212918153,2.027961859,-1.500991981,2.400304226
KCNA2,2.212714492,-1.000578747,0.135972443,-0.799433481
TRIML1,-2.215827804,0.608637599,-0.320030086,1.403061752
OSBPL11,-2.624489501,1.260330697,0.796203673,0.241329752
SLC35B2,-2.21078293,0.751161457,-0.378103854,1.650406581
IGFALS,-2.386950155,-0.037107644,-0.98557091,0.602626178
PPP1R12B,2.210048554,-2.210271572,1.141021188,-2.83892855
TACC2,-2.21194577,1.614035705,-1.291645411,2.750761959
ZFPM2,2.207535657,-2.734155048,1.699268423,-2.057974807
KIDINS220,-2.204993309,1.316739425,-1.607186078,2.891458797
TACO1,-2.206855487,1.356792287,-0.521887443,2.167978172
PDE4D,-2.202504343,2.834170874,-1.387092434,1.588596205
ADARB2,2.205145538,-2.122202449,-0.505593171,-1.563969276
CCDC73,2.204949243,-3.366774543,0.364572749,-1.752536951
PPP3CB,2.201093244,-1.580822559,0.170031706,-1.418709874
AFF3,2.200071468,-2.669264431,0.714834545,-1.079630028
PRDM15,2.373802734,0.144658235,0.494323267,-1.31866801
ACOX2,2.199648706,-1.782758852,0.383495679,-1.811584692
RAB34,-2.199486289,2.166382619,-0.665425938,1.435707724
COQ3,-2.201778078,2.453308834,-1.290179795,0.526555058
S100A7,2.201153911,-1.098243303,1.194062427,-1.036461115
SERINC1,2.196516965,-1.941826356,0.872128865,-1.790688729
COL1A2,2.196204115,-4.834120726,-0.230450094,-1.118379587
ENPP2,2.19848143,-1.518059474,1.030131319,-1.491011506
GABBR1,2.194786628,-1.058134096,0.773877556,-0.086875375
OR7E91P,2.325541692,-4.78121757,0.485824908,-0.89103275
ARL10,2.324376045,-0.613379975,-0.254487397,-0.140474387
LRRC70,-2.36540288,0.278438832,0.523906333,0.039375435
PLCB3,-2.192874646,1.389596484,-1.137923575,2.223309427
ADK,-2.192141483,3.467950432,-0.4371892,1.079957648
SLC2A7,-2.195215046,1.245335194,-1.539992388,2.546762451
ALG5,2.191427427,-1.821499281,0.877081267,-0.261044921
IGF1R,2.190988981,-2.88253247,0.666934631,-1.905127618
ZNF623,-2.192989952,1.960908244,-0.774956975,1.557333988
DSPP,-2.191675156,1.803748776,-0.076511508,0.451394545
LMBR1,-2.265005839,1.465029273,0.748742647,1.211025718
BTK,-2.187851285,2.061062745,-0.264666955,0.523173422
LRRC15,2.187658746,-2.345949947,1.483082088,-1.895554199
NAP1L3,-2.190185991,3.52980547,-0.901888216,1.333835298
TESK1,-2.186973141,0.275659369,-0.331721442,2.228532253
GUCY1B2,2.188207009,-1.683082155,0.889854659,-1.209612797
PLEKHG3,2.184652822,-0.336829908,0.556328347,-1.946013376
DUSP2,-2.184414111,2.080837333,-1.134510511,0.745050976
CSNK2B,-2.187432267,1.726262503,-0.205419824,1.329902763
RFNG,2.187290932,-2.515017801,-0.094449347,-1.482681373
UPP1,2.581059086,-1.671412007,-0.461146655,-1.242899075
CEP131,2.186868735,-0.094286208,0.201973725,-2.48449477
NRL,-2.182680859,2.617407784,0.27046776,1.53053264
SLCO4A1,-2.182330576,1.23523201,-0.410293203,0.98183971
GLI3,2.181813886,-1.778975715,0.294843435,-0.784564424
SLTM,-2.181720432,1.38245589,-0.452934313,0.880695382
PMFBP1,-2.184706359,1.664883739,-0.58490591,1.036260943
RBMS3,2.181608677,-1.521506648,0.042987246,-0.411996388
ANKRD37,-2.184593364,1.333719481,-0.451859086,1.669869555
LONRF3,2.17946232,-0.000988788,1.968838988,-1.720711214
RPL7A,2.182101461,-2.055215006,-1.089108466,-0.696481423
MS4A6E,-2.181848114,2.148815904,-1.749742953,1.964228524
HELZ2,-2.181625368,1.203991805,0.54401216,1.945231114
MAP4K3,-2.178010659,1.547125892,-2.242499674,3.043101441
ASPHD1,2.571220776,-0.833162982,0.964606613,-1.086450246
FLT3,2.176529708,-1.92936381,0.063124553,-0.164216257
SPC24,-2.569779724,0.824476645,-0.760071618,2.560133143
SEC22C,-2.179223199,2.358183363,-1.332329646,0.792240424
CYP51A1,-2.175889898,1.935955687,-1.163991499,0.687672186
APPBP2,2.175689758,-0.57209698,-0.048617584,-1.560972974
ZNF510,2.178212941,-1.204823919,1.012418557,-2.995620749
KLF17,2.178153664,-1.176120877,-0.084384496,-1.337790143
EMX2,2.17467605,-1.773318288,0.953136645,-1.345804638
CDCA7,-2.177643856,1.957833168,0.425464907,1.098916747
KDM5D,-2.17417172,1.512297384,-1.377858247,1.428483614
ZNF513,-2.177203351,3.058567921,-0.671905057,0.851855707
MFF,-2.566439259,1.323715159,-0.087002502,0.313483847
GSTM1,2.172983655,-1.643364336,-0.247916745,-0.478925373
LRCH3,-2.341007014,0.427126798,0.367298693,0.280348069
WEE1,-2.246623164,-0.505390081,-0.229490268,1.82140537
SOCS5,-2.169096628,2.047911677,-0.619796636,1.027914025
NEK1,2.169089528,-2.011003568,0.402918997,-1.134698486
ADIG,2.558818339,-1.506956443,0.920552757,-1.165948205
DGCR8,2.171488408,-2.850256281,1.429989714,-2.384633918
MTHFR,-2.168391459,0.171624386,-0.049924167,1.173969864
ETV5,2.167873633,-1.563810972,0.600470579,-2.218056611
IRAK3,-2.167534294,0.833787319,-1.230336364,0.757229486
NUDT19,2.332551798,-1.502648072,0.962605089,-0.649064978
HP,-2.291971575,3.037661152,1.358622152,-0.94832718
CLRN3,-2.3098318,0.670498648,0.550229254,0.669682149
OIP5,-2.167146711,3.036179916,-0.006324318,1.148883541
OR2L2,-2.238419237,0.781822539,-0.386328554,0.807520357
SH2D4B,-2.28919676,2.383070738,0.743757819,-1.200834987
RPS29,2.164314564,-1.603568664,-0.946413256,-0.21964005
COX17,2.162572879,-2.143841752,0.889013746,-1.669895986
CCDC167,-2.162162146,1.304513562,-2.097651763,3.057863718
PKD2L1,-2.161810428,0.589949687,-0.67299997,1.470358985
MOB2,-2.540812414,1.337714295,-0.293775735,1.394225138
HMGN2,-2.156364452,1.427116042,1.191732299,0.937727228
CBSL&CBS,-2.156353254,0.926425209,-0.198486946,1.531347877
GABARAP,-2.155775851,2.994574497,-1.207262988,1.713680112
H1FNT,-2.158292257,2.258172609,0.326958677,0.166483666
ACY3,-2.157940379,3.036603772,-0.772970581,1.768322749
EIF3J,2.157355762,-2.329994737,0.729369883,-1.647714332
CEACAM20,-2.534870333,2.06192225,-0.519773157,1.781183112
LOC441455&MKRN7P,2.277760563,-1.359643869,-2.002665241,0.13235108
NOMO1,-2.152872144,1.504812973,0.10944289,0.641423413
ACTG2,2.152744233,-1.711330028,0.86872594,-0.617202596
ZIC3,2.226274251,-2.250823266,-1.234404619,0.273626527
LPP,2.152314078,-1.319341462,0.336012047,-0.834103903
RPS15A,2.152280331,-2.239699365,0.166980974,-0.967108744
RAB40B,2.151910319,-2.4780094,0.757072369,-0.525529286
CYP2D7,-2.151272812,0.813584479,-2.45981984,2.534614542
GCNT2,-2.153220126,1.47712155,-2.3611626,2.397735694
PNPLA2,2.152936139,-1.075733796,2.994217266,-2.443289026
IRX6,2.149748472,-1.288168283,1.195628851,-2.118548747
SKIDA1,-2.152287225,2.598940887,0.003693901,1.138514007
SOD2,-2.149167393,2.262856568,0.179247288,1.005395857
PCDHA7,2.151361343,-3.805096484,0.046240032,-0.270709891
ZNF607,2.14828556,-2.12800924,1.081937401,-1.165734671
EYS,2.271704518,-0.218864959,1.366507788,-2.406932628
CD274,-2.147418445,1.250542502,0.331769306,0.072926436
IL10,-2.147094874,1.0651063,-0.677288071,1.491937125
SP6,2.149299132,-1.25610737,0.037211581,-0.563620814
IQSEC1,-2.524686725,0.192016756,-0.579896988,0.952285805
MAPKAPK3,2.145753025,-1.884635117,0.536946337,-2.206988022
SLC22A9,-2.148699183,1.62488407,-0.52259511,1.741087499
CTBP1,2.14516363,-2.256283512,1.324432089,-0.619515698
UBE4A,-2.14469751,2.700247064,-0.559043758,1.280125541
DUOX1,2.144182917,-2.429558061,-0.592852438,-0.445163885
HADHA,2.143578069,-1.688094201,0.556216649,-1.232587477
CCL4,2.142430332,-0.823485434,-0.717082767,-1.004933141
GPX1,-2.145361493,1.073979246,-0.678854801,0.773329506
HAND2,2.142289413,-0.813758131,0.864151616,-0.913941995
ACTR3,2.14448962,-1.056631281,0.41586434,-0.941770907
KHK,-2.140185739,2.692507275,-0.613940513,-0.196708802
CLEC9A,-2.514965123,1.209157943,-0.471654999,2.326391581
ZSCAN10,-2.142497538,1.990551256,-0.607038671,0.818879577
MIS18A,-2.142331505,2.5695646,0.859064214,0.513332477
ANXA5,2.14219068,-0.691156865,-0.298134584,-0.925277889
SGPP2,2.14076017,-1.751977239,-1.268755941,-0.731621427
IL3,-2.13966915,2.197919683,-0.370451649,0.400758696
PEAK1,2.13668701,-0.439088886,0.318070354,-1.827771782
SNAPIN,2.139440819,-2.162278183,1.756754754,-1.669090085
ARL4A,-2.136191643,0.876694839,0.010733828,1.885836198
CHRD,2.136135581,-0.440977763,0.304502975,-1.926001854
C5AR2,-2.135195079,2.228750335,-0.907076939,2.242257449
RNF44,-2.136059411,1.169741382,-0.026361721,0.85132641
UBE2E2,-2.133020152,1.264136995,-0.528800908,0.497417508
TFR2,-2.135309822,2.477176049,-0.217808087,1.960909038
SYTL3,-2.503468875,3.236207544,-0.657612243,1.205352872
NECAP1,-2.134745182,1.621756078,-0.818050367,1.508687115
FASTKD1,2.134729775,-1.642327971,1.276661387,-2.230789239
PSG6,-2.131774643,2.735280315,-0.642473326,1.930872233
ECHS1,-2.13113748,3.01384752,0.145518297,0.741444935
ST3GAL5,-2.251673257,0.417170021,0.340371505,0.348599492
DDI1,2.130303002,-2.388499677,0.323810533,0.11182658
CAVIN3,-2.129798195,2.194132538,-0.15582248,0.628429134
CACNB2,-2.129380492,1.870950648,-0.247900872,1.231443916
OR9G9,-2.130222774,0.908367556,-0.481007682,1.413056266
TMEM87A,2.127150832,-1.913511874,-0.2543764,-0.994457106
RPS6KA6,-2.126508347,1.563518962,-2.714195326,1.879515835
TRIM27,2.126231701,-1.957887861,0.454083506,-1.00032674
HSPB1,-2.126221279,2.176342656,1.004126398,0.032400014
SLC25A23,2.126058443,-1.678411764,1.176816279,-0.662979259
ATP13A4,-2.263542318,0.604340688,0.681727531,-0.276218438
PNPT1,-2.125238817,2.230898311,1.32818475,-0.524578267
STRBP,2.123771082,-1.834052536,0.408769382,-1.550238871
SOD1,-2.123470916,1.511114178,0.501270148,1.564819191
PARD3,-2.126161464,2.494835713,-0.726327219,1.658587487
MED21,-2.122998036,1.215951184,-0.773337652,0.823993362
TRPM2,-2.125081526,1.917721904,0.19204828,0.711186501
MAP7,-2.124986941,2.880248718,-1.729034162,2.084529587
PMS2,2.121966036,-1.199678374,1.056360411,-1.643985418
LINC01123,-2.12384526,0.767734645,1.039651626,-0.058326993
UBE2V2,-2.120447476,0.525927424,-0.858352519,2.455988879
VPS41,2.120420722,-0.585410276,-0.217114712,-2.609957932
ZNF627,-2.123186549,1.243926246,-1.69625598,1.744390532
PAWR,-2.122766293,0.960831045,0.959343735,1.994292897
KCTD7,2.119246358,-1.764620746,-0.858962915,-1.448298798
MYH7,-2.119119908,0.825805849,-0.993303025,1.815002776
TADA3,-2.121610069,2.52048214,-1.083999821,1.983829179
HIST1H1B,2.118284984,-1.220804292,0.333092628,-2.14293914
CALB1,2.120937301,-1.000846111,0.251469408,-0.767435206
DLGAP2,-2.120682593,2.07495049,-1.139446613,0.968240403
GRM3,-2.117564223,1.109179953,-2.225920133,2.128408006
CHD6,2.117545057,-1.397743492,-0.248701943,-0.092521937
TLR10,-2.116356963,3.018064756,-1.50361065,1.289516881
SLC39A3,-2.119181649,1.171758491,-0.134567106,-0.49073417
ANKRD19P,2.119175217,-1.293577344,1.619401544,-1.503497633
MT1E,2.118939582,-1.456103258,-0.139434607,-0.988261925
MSH6,-2.116040153,3.033605235,-1.492799805,0.169135274
SCGB1D4,-2.118861441,0.734982364,0.198738867,0.91551004
MRPS6,-2.118312008,1.886341052,-0.769850932,1.092165564
GPT,-2.185971742,2.003937915,0.777275146,0.141001193
ARGLU1,-2.117531734,1.462460981,-0.576329597,1.914426574
ENDOG,-2.114279316,0.935807532,-0.193809111,-0.51847531
CD1E,2.113892836,-0.608461271,1.693144505,-2.495375039
SLC38A9,-2.116072726,1.692017381,-1.116743065,1.297326885
GPATCH4,-2.115523256,1.527191899,-1.00400811,1.698474686
SIRPB1,2.112342118,-2.48405706,1.399118999,-1.425673684
INF2,-2.114620314,2.355724407,-0.60797528,2.526284125
ATL2,2.111521192,-1.497249522,1.435987261,0.341520914
USP39,-2.110112024,1.129157154,-0.959374201,2.494732041
DTL,-2.110051264,1.058194086,-0.779386115,1.311203394
C8B,-2.112806451,2.278908983,-0.849494656,1.308125474
PKD1,-2.109476578,1.638610482,-0.055331332,0.817173076
NPHP1,2.112056595,-1.503758762,-0.579670382,-0.205459226
IL23R,2.112005391,-1.4515613,1.052818747,-1.469990381
C1S,-2.108893923,1.270870496,-0.121550707,-0.399653617
TBL1XR1,2.108689067,-1.307963296,0.359814162,-0.83522375
C7orf72,-2.467689437,1.478817191,-2.3565882,6.498848373
HLA-DPB1,-2.107568452,0.701673711,-0.121354237,0.41386084
SCD5,2.107551792,-2.787847306,0.769447,-1.257912928
TAS2R3,-2.107499399,1.058406144,0.420920046,0.277684824
SUMF2,-2.107077886,2.654880671,-0.415361993,1.507397468
ABR,-2.103997632,1.820036425,-0.399872771,0.582358108
DDX56,-2.103993282,2.253970036,-1.01259844,1.59091413
CHIT1,-2.106499862,1.866254157,1.095063556,0.580616787
SLC47A1,-2.103621214,0.491807309,0.619478763,0.58321441
KRTAP13-4,2.106176229,-0.786183511,1.217181197,-2.422552576
IRAK1BP1,-2.102871159,2.275697989,0.158916468,1.110451286
HEATR1,2.105288945,-1.501953749,1.359290465,-1.214102744
LOC101930073&LOC107987389&FAM230A,2.459962668,-1.630909705,0.439982849,-1.841851531
NKG7,-2.105076296,1.113789717,-0.659183489,1.259434495
AFG3L2,-2.10205371,1.313814165,0.311707354,-0.98205479
SUB1,-2.103948674,0.922516114,0.699711607,0.969887897
LOC101060521&POLR3E,-2.103432634,2.123010189,-1.373843083,0.72620797
GTF2A1,-2.100554751,1.530342764,-0.367077878,1.046269307
CREB3L4,2.1005094,-2.825651914,0.284244477,-1.819940927
C20orf85,-2.456935211,0.657369409,1.461518436,-0.045375355
PSTK,-2.102721129,2.537673784,-2.151974571,2.487897381
CHM,-2.098992455,2.055995335,0.943306228,-0.316977433
POLR3K,-2.101050834,1.406455984,-2.201969788,1.267551457
RRM2B,-2.09819168,3.961349527,-1.204622393,0.460627538
ZNF550,2.100197679,-3.18121647,0.776504437,-0.951457532
FLVCR2,2.099961709,-3.320264038,-0.023217301,-1.223005722
SMR3B,2.451861941,-0.609304906,-0.902523256,-0.422702403
C4BPB,-2.096789602,1.381582113,-1.276196226,1.539076532
ARFIP1,2.099075446,-2.250301293,1.167021074,-1.309139479
PLA2G2D,2.098830753,-1.392489915,0.673470816,-0.842989715
SLC2A9,2.098760169,-0.813903163,0.363717995,-0.591819721
CCDC144CP,2.095960798,-1.052413074,2.385466885,-1.81106604
RFXAP,-2.097733095,0.834853735,-1.037056066,0.886612882
NEU3,2.097551119,-1.586850425,-0.337468707,-0.042684875
ZHX2,2.094424319,-0.139704826,0.627535587,-2.232000363
BAZ1A,2.094060367,0.258385273,1.79771059,-1.460396002
HHLA1,2.096495132,-1.280348385,0.293223856,0.302063252
KLK7,-2.09501618,1.737809142,-1.63138571,1.939188643
EPS8L1,-2.095009338,1.816724741,-0.629813292,0.077513968
GPR171,2.091885578,-1.2846472,0.23266846,-2.183594394
DSG2,-2.091153143,3.511787995,1.381197657,-0.629328675
MED31,2.090313621,-1.464355152,0.740179801,-0.990221872
SUN2,-2.092887596,1.659391023,-0.993837939,2.669614588
EFEMP2,-2.091975256,1.840317709,-0.455430021,1.617416514
LAT,2.091758295,-1.58633782,2.187281639,-3.932061197
RAB3D,-2.088751784,1.185515426,-0.856220382,1.191816003
TANC2,2.239536094,-1.693074969,-0.927126235,1.512725442
ADCY4,2.087839403,-1.671256224,-0.315162128,-1.844210642
GAA,-2.090015137,2.676492684,-0.034034348,-0.497276695
CAPN12,2.089343743,-1.517944145,0.905887216,-1.107039348
AFF2,-2.088854886,0.54618488,-0.616161995,2.335999719
LILRB1,-2.088787692,2.606747763,-0.449253512,0.752516841
PGM5,2.085940641,-2.975690823,0.675087101,-1.11223213
RBBP8,-2.085721228,2.464903235,1.009287439,0.35436898
ELAVL3,2.085577004,-1.853853678,0.633858998,-0.700741186
RALBP1,2.085214559,-0.971048287,-0.223357701,-1.700338622
NUDT17,2.084969211,-0.180363033,1.019981928,-1.50284222
HTR1E,-2.083273229,2.088511851,-1.794371404,2.274278098
IFNA6,-2.085831791,1.68270993,1.994484442,0.626021974
RGS8,-2.085664864,0.93786342,-1.03204087,2.108466354
VPS33A,-2.085241769,1.392306696,0.420013142,1.412584472
IDH3A,-2.081267945,2.318325415,-0.045807733,1.202590003
RGL1,2.080372125,-1.968712881,2.405731856,-0.596404451
MEF2C,2.080145766,-1.494880781,-0.210559574,-0.8071423
ZNF652,2.080127689,-1.482937679,1.143844662,-2.30837287
PIK3C2G,-2.080120053,1.49359413,-1.633543021,0.382374159
SLC25A53,-2.082338975,2.494732816,0.482188928,-0.052519609
RBM19,2.079557362,-3.010554406,0.168926535,-0.603563032
MTMR7,-2.078999302,2.783946109,-0.530050259,0.086857911
MRPL18,-2.081372251,2.337066408,0.499549172,0.496044955
PKLR,-2.07838977,1.868411751,-1.332241594,1.197627589
PARVA,-2.080955763,0.885409443,-0.463348703,1.857693002
AGAP2,2.078136197,-1.397719045,0.662087781,-1.259237732
AKR1C4,-2.077757293,1.944630518,-4.347075072,2.730273722
CUL1,-2.07978852,1.589062469,-2.101963863,2.395283119
HIST3H2A,-2.079771494,2.02557661,-0.26815769,1.439484437
