Gene,BL1_tvalue,BL2_tvalue,M_tvalue,LAR_tvalue
FOXP2,-2.679701385,3.121186667,0.210157484,-0.015447988
SYP,2.68469748,-5.076013539,0.242526509,-0.044401254
RAB3GAP2,-2.678045649,3.287127207,-1.638459747,2.294952264
ZCCHC17,-2.682884182,4.531864497,-0.303013832,1.470839105
RASGRP2,-2.677611299,3.232453751,-1.337459702,1.34436513
CDK15,-2.674568303,1.764724042,-1.264563836,1.311327986
DNAH2,-2.677394765,0.353976992,-0.737527829,1.954895726
SHKBP1,-2.671382844,0.854009688,-0.391589668,1.547646572
GMNN,-2.671011893,0.987761726,-0.554679117,2.220315833
RNF24,-2.669594284,2.690167051,1.16936787,0.841156096
RASL10B,-2.669014987,2.617594138,0.252315703,1.489475452
ICMT,-2.668409389,2.364745448,-0.320443876,0.890445074
EHF,2.665107055,-2.271334009,0.112452267,-0.26520017
SURF6,3.364524841,-1.319194814,0.321202727,-1.37000582
SP140,2.663236587,-2.145553697,0.055581269,-0.452880209
HS6ST3,2.667757358,-2.36004439,0.518546348,-1.526317273
TGFB1,-2.662575621,2.314401125,0.239515892,1.037518553
EPHA2,-2.661766621,2.104532289,-2.68E-06,1.661298115
PLAC9,2.953643598,-1.007807835,-0.347603463,0.293581335
BORA,-2.664753249,0.598398,-0.779316745,1.790257322
CUL4B,2.661619683,-1.059272907,0.551853267,-4.331681306
HNRNPR,-2.656162446,2.31061302,-1.226992867,1.707019433
PKHD1L1,2.652916905,-2.071125057,0.119599326,-1.656653506
VWA5B1,-3.342162224,3.63776602,-0.705209499,1.881687115
USP8,-2.650325182,1.466421139,-2.532693721,2.591471234
PFKFB3,-2.650306781,2.059509555,-0.465216564,0.706136966
HARS,-2.654588069,1.650693016,-0.401716702,1.100878318
RPS10,2.647862533,-1.08082619,1.743675524,-3.580846164
DCP1B,-2.652054052,1.737038055,-1.29485356,1.462498394
NCKIPSD,-2.646651384,2.361829266,-0.535643718,1.19559732
RGCC,2.651039874,-2.39935584,0.846368745,0.16958183
RSBN1,-2.650541949,2.26500375,-1.597550824,2.790719246
TAGLN,-2.648035834,3.271904681,0.41669935,-0.016265823
HCK,-2.768703532,0.8894583,1.939553675,-0.275651157
MRM1,-2.646303759,1.228216594,-1.864312931,2.234644398
GABRR1,-2.767602139,3.85638202,1.46399114,-0.731611425
TMEM14B,-2.639701101,1.130903677,0.204755318,2.217441665
MMP2,2.63922551,-1.877724458,1.114321564,-1.10762571
NAALADL2,2.643808838,-4.074219331,-1.069731834,-0.285702513
SHARPIN,-2.643767571,1.709432393,-1.196404902,1.830501801
NDUFAB1,-2.643140688,1.929474575,-1.595480302,0.867832426
EPOR,2.637886156,-3.788057072,1.937608289,-1.15764355
TSPAN2,-2.641429362,3.610786985,-0.042031456,0.743828187
LINC01554,-3.316168794,1.541504247,-0.55893722,1.229999139
FAM129B,-2.640909974,2.254558907,-0.98041378,1.038707383
DHFR,2.634541921,-2.692545718,-0.144922178,-0.24979407
PXDC1,-2.637298815,2.575999945,-0.909023014,1.421045406
SLC33A1,-2.631112345,1.582000662,-0.291420501,1.400856312
OR2L13,-2.621485312,2.064946843,-1.351238016,3.152036492
SEZ6L,2.901070153,-2.2100944,-0.427995314,0.661866167
LOC646214,-2.62014526,1.340867113,-2.512642498,2.819234134
RSPH1,-2.624651553,2.40969682,-0.531697331,0.713918066
TREML2,-2.618274329,1.108496705,-0.296280688,1.997305591
PSMD4,2.617153516,-1.827116776,0.123440948,-0.667829486
NDRG3,-2.895861544,-0.246192956,-1.46491658,0.60270215
POLR2E,-2.62125102,2.179803651,-0.607201442,1.776867934
SFTPC,-2.619528706,0.673009617,0.210568005,1.218999752
MKRN9P,-2.616701545,1.08008325,-0.954442331,2.36644172
GMEB1,2.611353788,-2.755408471,0.421974114,-0.541611667
TM4SF19,-2.610870616,2.24264609,-0.928405913,1.626502935
DUSP22,2.608102788,-0.539983808,2.006499309,-2.41181081
MPPED2,2.605897974,-3.076665531,1.252230296,-1.55714402
NPRL2,2.609537143,-2.070902843,-0.328289185,-0.311743346
ATG101,2.607842743,-2.458932856,2.021112399,-2.673907583
CITED2,2.602810028,-1.59246301,-0.099241273,-3.43408343
KRT83,-2.601279538,2.439031734,-0.338267531,0.298578138
FBXL6,-2.601068831,2.525526211,0.12525901,0.539337605
NTSR2,-2.595797728,0.260645887,-0.638062147,1.991086313
DAG1,2.594132237,-3.15902954,1.574915212,-0.768873047
TCF21,2.593861168,-0.544722266,-0.795978757,-1.092612628
VPS13C,-2.598629722,1.900722173,-0.839733574,1.017555298
SLC47A2,-2.59376319,1.452062259,0.35477007,2.408132553
PHOX2A,-2.591318758,1.881956909,0.417222628,-0.183128377
PPIL1,-2.588775677,3.152994734,-2.210725834,2.421441924
CDK5R2,-2.593252064,1.8048747,-0.192941862,1.742586501
ATAD2B,-2.587829451,2.182777303,-2.033902978,2.0298864
B4GALT4,-2.590833184,2.295367157,-1.222919827,1.0736638
DIRC2,2.590544307,-1.454518213,-0.08746604,-0.954659162
ARMCX5-GPRASP2,2.789522688,-1.471529716,1.368314094,-1.833476198
PRMT1,-2.585671998,3.062282149,0.360634526,1.15034347
EPX,-2.589788933,1.998211683,-1.406037057,1.099718087
IGLL1,2.586841324,-0.567792516,1.248506555,-2.625256887
SSH1,-2.580958866,1.817888742,-0.689281971,0.96564421
WDR55,-2.577985181,1.39725341,-1.262058889,1.921141733
SLC18A2,2.581882734,-2.36521403,-0.220820414,-1.339164071
NARS2,-2.778585663,-0.309651796,0.540249178,0.998576732
LGALS1,-2.576598131,1.416209382,0.117625504,1.258846751
THEM4,2.575491589,-2.517216104,0.104115321,0.071151135
HNRNPK,-2.579961858,1.968285611,-0.109262295,0.741967551
DLG2,2.577864911,-2.223290446,1.112229296,-2.251093373
RAB28,2.570963318,-2.85249172,0.700688887,-1.214927115
CD47,2.570278956,-5.114438818,-0.494991564,-1.165201323
PIGX,2.568308281,-3.26042111,0.563454269,-1.031825241
ATF2,2.568254747,-2.655121264,-1.480636905,-0.12201396
ERI3,-2.57283895,1.941285321,-1.561772245,2.282735307
BBS7,2.57096278,-1.376572584,0.055575945,-0.784986963
SF1,-2.570957382,2.000182021,-0.658256436,2.080570336
BMP2K,-2.565756252,1.505921271,-0.472771313,1.680871812
CCDC136,-2.570224201,1.904271321,-0.063928114,1.804921027
MS4A4A,-2.570007648,0.442151806,-1.362665684,1.277803106
DHX34,2.564697669,-1.246159909,-0.342422572,0.140370881
PROK2,-2.569320218,0.836501818,-1.913418832,4.666283642
PAPLN,-2.568653981,1.86333034,-0.87567056,0.736642738
RAB29,2.563918304,-2.189061602,-0.036858148,-2.948905347
DSCAM,2.568037697,-0.963901643,1.747410614,-2.378916269
ZPBP,2.566687089,-2.449689755,0.276550709,-0.820384015
DNMT3L,-2.561232066,2.950067047,-0.064664782,2.489728643
MICALL2,-2.564932062,2.25612668,-1.53067817,1.855912552
SSFA2,-2.564251469,1.121426622,-0.311693247,0.596856787
ARHGEF40,-2.821686398,0.71428282,0.270537145,-0.463430366
PRPS1,-2.558528095,4.597480364,0.002975255,0.327638629
LRRN1,-2.558487715,1.278621767,-0.516302458,1.83379315
SMO,2.557536712,-2.047449808,0.326169919,-2.58981199
ZNF491,2.555025973,-1.908803085,0.896424899,-0.972361257
MC1R,-2.552730807,2.896065939,-0.500678636,0.447174083
CPEB3,2.81270865,-0.487191881,-0.448315883,-0.470128683
PRSS36,2.554386353,-2.377398373,-0.999113759,-1.401463993
TCEAL3,-2.554098016,2.051881178,-0.177191838,0.783790253
CRLF2,-2.54833167,1.724015741,-1.556427244,2.124374911
NDUFA8,-2.552803547,2.103422262,0.450070166,1.062340003
SERPINB11,2.545482108,-0.883231001,0.293571739,-2.027051416
COX5A,-2.55003587,2.152276588,-0.246372832,0.789089213
RUSC2,2.549841868,-1.723935435,1.310586907,-1.440398499
DNAJB12,-2.54956334,0.870859748,-0.158495528,1.478417613
LATS1,-2.542481805,1.871420667,-2.250010195,0.840030375
MBOAT7,-2.538882383,2.397328387,-0.479564615,1.375981072
TMEM234,-2.542170792,1.416339952,-0.732980774,1.024324509
VSNL1,-2.536656709,0.861796647,1.04859957,0.646957355
HS3ST4,-2.536304785,0.86601531,-1.027266266,1.558213471
PARD6G,-2.539332867,0.83770619,-0.801938078,3.864922705
TPM3P9,2.75412155,-0.798363307,-1.40289803,0.713652995
KIAA0319L,2.537228013,-2.320650288,0.364650962,-0.902925125
B3GAT3,2.535357089,-1.674296135,2.025551685,-1.403534293
CADM4,-2.722274004,1.431964735,1.860463924,0.087665385
BCAS4,-3.12986027,0.133746387,0.536575054,0.096811305
ZNF438,2.532187011,-1.007923281,0.859765976,-0.517134934
LRRN2,-2.527409558,2.117297035,-0.991451199,1.571542668
CERS2,-2.530362709,1.450877967,-0.599637397,1.563648176
CORO1C,-2.525577175,3.090215328,-0.349033025,1.417285098
TNKS2,2.523571925,-3.472842725,1.961235384,-2.372363518
OSBP,2.523147371,-2.381028512,0.986074315,-2.023079938
TUB,2.523055912,-2.940682053,-0.572570309,0.206782628
KAT2B,2.52298416,-2.341535071,1.03675218,-1.451646953
LRRC2,-2.741201376,0.411217983,1.467650274,-0.151524883
ARHGAP31,2.521345454,-1.487366552,2.919531148,-2.557007015
PDIA4,-2.525711604,2.72974514,-1.475177343,1.224367817
LBX1,-2.518105584,2.144380074,-1.367359172,0.495113947
GDI2,2.521461688,-1.407037364,0.435562314,-1.107329292
NR1H2,2.514587405,-0.822491651,-0.952365313,-2.013784546
SOCS4,-2.514537961,1.332452532,-1.354984387,1.983732904
NOD2,2.518518155,-1.624845211,1.963270306,-1.903091737
KMO,-2.517890269,2.675880416,-2.007104548,1.65557344
GABRA5,2.513207695,-3.136854955,2.089227089,-0.566439497
ROBO2,-2.762275709,0.584293581,0.061071944,0.254515974
FUBP3,-2.515938286,1.301803028,-0.893142782,1.803945401
TOMM22,-2.514250398,0.637262538,-0.20106577,1.484646387
GTF2A1L,2.513531805,-1.714969316,-0.959002059,-0.977954222
CMC4,2.508963037,-2.697853742,0.923199552,-1.750272889
FBXW4,-2.506951605,1.354383695,-0.367596341,1.497051375
HLA-DRB3,-2.510516243,1.772821731,-1.95437134,1.899572569
KANSL1L,-2.509716327,2.076472854,1.485128369,-0.588845141
SNRPA,-2.502636988,1.225924793,-0.698229273,1.279708804
ANP32E,2.506335071,-3.126282831,-0.419605573,-0.94948859
MYF6,-2.499662669,2.73040708,-0.414809519,1.486938851
FNBP1,2.497478218,-2.616000866,-0.34678684,-0.43239136
CCND2,2.49744814,-1.828689314,0.136324477,-1.462558972
NFIB,-2.49701576,0.966942508,-1.72659602,2.27129593
PTGES,-2.495582034,2.538434922,0.17026749,1.136905802
MAST1,2.494713001,-1.557576147,1.179994596,-1.955665609
JPH3,-2.498504728,2.352601386,-1.774422518,1.505818534
LTBP1,2.493962171,-2.401255019,-0.88135708,-1.147581225
AP3S1,-2.493352426,2.353897776,0.359001593,0.529973115
TPCN1,-2.492575672,2.349665698,-0.173275462,0.092240276
ASXL3,2.730016907,-0.610412405,0.364791584,-0.62080879
MAP1LC3A,2.696987885,-1.066007632,0.263773485,-0.384263103
USP19,-2.484338107,1.004946817,-1.942943713,1.242217517
NHLRC2,-2.483096847,0.854866263,-1.050919085,1.803000325
IQUB,2.482474595,-3.297607101,0.036262803,0.427693144
HTR6,-2.481601324,2.209281207,-0.080315425,2.106358845
HTT,2.485583193,-2.128566172,0.109321526,-0.642227324
TEF,2.479935291,-1.600331093,1.086514088,-2.253484041
COL16A1,2.479422297,-1.874892344,2.039391204,-2.465544849
RANGAP1,-2.475538762,1.613557475,-1.858494322,1.525684908
SP1,-2.475257771,3.357928429,-0.424952639,0.813191458
ZNF624,2.47951196,-0.936380207,0.906879534,-0.395220006
B2M,-2.473932553,2.940456495,-0.292465598,1.545465391
TPI1P2,-2.472736661,3.080160881,-1.234298805,2.150650575
PKM,-2.470277872,2.813409895,-0.552407891,1.871994593
HIST2H2AC,2.474135788,-1.517989158,0.298407562,-1.483799515
PDHA1,-2.463281542,1.497383177,-0.677123377,2.01993364
RAB6B,2.462846653,-0.747077669,2.044315017,-2.064738398
PCGF6,-2.461478448,3.148444714,-0.434918267,2.133051789
LIM2,-2.463037081,2.111036994,-1.041257332,1.063871086
ZNF223,-2.462973198,1.733690924,0.267437954,-0.596822386
MYRIP,2.461137694,-0.383342516,0.041114061,-1.478483017
SEC23B,2.460722449,-1.141754729,-0.051371488,-0.216420207
NCKAP5,2.460278878,-2.658336181,2.498816687,-1.935503716
FBP2,2.455148742,-1.348040147,1.1438337,-1.341940365
PALM2-AKAP2,-2.458756687,0.462202361,-1.277274172,1.744449361
CIZ1,-2.458544214,1.920547928,0.393539715,-0.087912511
SLC35E1,2.453559026,-0.718991556,0.97294203,-1.232728049
SFN,2.45342559,-1.653974465,1.490299048,-2.179581159
ROS1,2.452489188,-1.78053314,1.773224662,-2.071320723
CCNG1,2.451843212,-1.998258501,0.903272009,-1.448579837
CHTF18,-2.451246656,1.83872031,-1.189821318,1.602851653
UPF2,-2.449939627,2.050911765,0.142319081,1.627362676
EMC4,-2.453948317,1.441788197,-0.624881852,0.961607865
ANTXR2,-2.449717263,2.273808453,-1.184007051,1.552315551
RBM39,-2.449399358,1.664610171,-0.582427254,2.51416643
ATG9B,-2.603138769,0.783775368,0.724759474,1.252026276
NME1-NME2,2.449132395,-1.142092666,0.138740495,-3.069745363
ANK1,-2.448909696,3.00575267,-1.211460945,0.522217843
GNPDA2,2.452477113,-2.335053079,0.500310772,-0.454642203
GCK,-2.447229141,2.728763972,-0.27301627,1.090307237
DPH2,2.450831039,-2.174663894,1.518590884,-2.585305574
UNG,2.44401941,-0.123166501,1.367846017,-1.517641157
DDR2,2.443164131,-1.25853869,1.193572988,-1.935610921
VTI1B,2.447054002,-1.192423169,-0.117668827,0.277404255
SDAD1,2.447052152,-0.601018617,1.191649731,-1.54368682
STAT4,-2.442743966,1.863223116,-0.661910372,0.550444709
ALKBH5,2.442198556,-1.972012695,-0.397355629,-0.096235416
TK1,-2.442164157,2.400600266,-1.637799224,0.678139865
PPP1R3F,-2.441860473,2.382800323,-0.439321277,0.109364838
AGRN,2.445290021,-1.375896595,2.003182006,-0.887298313
LINC01116,2.668130066,-2.093953503,-0.044704454,-0.154917646
ISY1-RAB43,2.438068055,-2.177774163,0.54306345,-1.691218911
SLFN5,2.44174991,-2.317721531,-0.374291883,-0.718569243
RELB,2.437451063,-0.950929548,-0.687894986,-2.308748105
RANBP9,2.437317068,-2.278353599,0.361364866,-0.149448695
KLHL25,-2.437278018,0.552586847,-0.255802312,1.736174507
RARRES1,2.437073681,-0.174159143,0.607126817,-2.447256214
MTF2,2.436350824,-2.17486417,-0.160198028,-1.431886635
POU2F1,2.434360397,-1.211252253,-0.173147601,-0.367916344
ZNF23,2.434314534,-2.030208704,0.141220211,-1.455420724
PGLS,-2.437727141,1.735557407,0.637600899,0.594595557
THAP9,2.437311135,-2.124892245,1.207368842,-1.120308582
KLC3,-2.583698239,1.403840565,1.170220792,-0.614265475
COPS8,-2.431969068,2.320025836,0.226395214,1.360070075
ZNF382,2.435510163,-1.194178555,0.573165539,-3.013388872
SUGT1,-2.435073445,2.648237152,-2.648620433,1.87532643
PACSIN1,2.430506571,0.167513352,-0.278110674,-2.361108493
SUPT5H,2.427214068,-0.646743275,1.453780296,-1.679024733
SLC29A4,-2.430576083,2.135949528,-0.352905359,2.251950663
PHF23,2.425834877,-0.899990011,0.911571796,-0.899288795
GSG1,2.429736904,-3.229834093,0.031357906,-0.8969102
LOC101929876,2.429528897,-0.784094267,0.073975972,-1.794011524
PAIP1,-2.42518425,1.182211264,-0.290667366,1.994361613
FSTL5,2.429123198,-1.724491196,2.61855688,-1.646958223
OR5H15,-2.621227751,1.326911868,0.915868811,-0.39984769
GATA1,2.523395686,-1.204667608,-1.519516031,0.445795944
CTRL,-2.425666948,1.757983822,-0.304736203,0.919211402
PCDHGC4,2.425179966,-1.192368236,1.188630731,-0.709199595
UBA5,-2.420197639,1.653615387,-0.560015101,1.327002901
LCA5L,2.423311204,-1.186123051,2.304982691,-1.880434096
ADAMTS13,2.423189008,-2.215522505,0.314345403,0.169044679
C8orf48,-2.949452571,1.928545156,-1.620000491,2.764641673
TUBBP5,2.418921053,-0.282394802,1.289332598,-2.63501479
SCG5,-2.422900925,2.842580819,-0.660042851,1.393208864
XKR6,2.422618092,-0.587960447,1.59763928,-2.91044368
URAD,2.642073015,-2.184697087,-1.024793405,0.194733083
TOMM40,-2.416052517,2.127362103,0.389558819,1.8944878
MR1,2.412003812,-1.698957525,1.15795083,-2.010272659
CDC25A,-2.411523538,2.138552111,0.3358925,1.201170321
TFAP2B,2.411514817,-1.614870168,0.294547226,-1.084148745
SYVN1,-2.414731118,2.069602686,-0.896076474,2.058586411
DNAJC24,2.41437232,-2.785962789,0.261626132,-1.667628063
TRPC7,2.413418594,-0.98115856,0.345358248,-0.506296529
EMX1,-2.407535717,2.502130054,-2.029614699,1.730267707
RAB3IL1,2.407481804,-0.824816893,1.870714596,-3.3156779
VHLL,-2.411081232,2.052205628,-1.869469128,0.671794746
ELL3,2.406751171,-1.591133531,0.688892465,-0.292293838
SSBP2,2.409586225,-1.015292526,0.930185925,-2.712113781
GRIN3B,2.595927241,-1.426656166,2.007094086,-0.880131239
ZNF547,2.407484309,-2.538025067,-0.174968479,0.34026634
C20orf24,2.405518673,-1.374668011,1.420846889,-1.925911488
S1PR4,-2.400240209,2.600742045,0.032572438,1.517510312
RBP3,2.40243697,-3.141144077,1.101912863,-0.983894527
C17orf99,-2.564544295,0.394813777,-1.109241718,2.936802147
ZNF83,-2.398661838,1.764871473,-1.140573619,1.579859346
FAM198B,-2.397061039,1.947291621,-0.749967904,1.791009384
YARS2,2.396797925,-2.520645711,0.380932989,-2.101195964
POU1F1,2.3927051,-2.035383514,0.390950751,-2.371234969
RADIL,2.395927109,-1.236216037,0.522810515,-1.976283879
MYCBPAP,-2.395902657,1.869701765,-1.615773669,2.115217309
CSF1R,-2.391417007,2.237986346,-0.665616483,0.311186514
IL2,2.389715406,-2.713326905,0.766285127,-0.900472863
MXRA8,2.387927333,-2.080903406,1.734951552,0.049678404
UBD,2.386164002,-1.575529711,0.951890723,-1.2787206
FUT5,2.389340805,-1.925155317,2.613167749,-1.292975195
CDKL5,2.385067818,-1.417109125,1.672988513,-1.831129466
SEC62,-2.48171731,0.734467284,1.308937315,0.789987876
SORD2P,-2.383409449,1.82042037,0.228681899,0.647760278
KRTAP10-12,-2.38670473,1.104392972,1.024611036,0.329742388
MAD1L1,-2.381896174,3.961188638,0.779861079,0.305617414
MECR,-2.381524356,3.269669973,0.135922939,1.290926512
SUCO,2.385321734,-1.306606301,2.14967794,-2.857190923
FOXI2,-2.381360039,1.449592962,-0.314893434,0.109672727
FJX1,-2.384800983,2.068743596,0.412360575,0.36466071
FRYL,-2.594729306,2.21050593,0.10663053,0.881243776
C17orf77,-2.885208136,0.997827938,-1.079330437,1.278014641
SCMH1,-2.379240341,2.506108757,0.474824401,0.448931937
NOP10,-2.382393262,1.539780013,-0.600723496,2.211351917
LRRC55,2.378403413,-4.157442765,1.245784623,-0.835627441
APPL1,-2.382036084,2.580485012,-1.459754926,1.536212872
RWDD2A,-2.381361264,0.855266706,0.268899544,0.770361304
CHI3L2,-2.381079285,1.34900873,-0.559782139,2.510996579
C11orf58,-2.380597257,0.921737923,-2.645321888,2.51365099
CHRNB4,2.37569516,-1.711827884,0.58458572,-0.78320024
EGOT,-2.589602414,2.344759854,-0.859179319,0.539917801
ELOF1,2.878661064,-2.500223113,-0.982304153,-0.504536036
ATR,-2.374066707,1.688873935,-0.821546981,1.265423713
CD86,2.373804396,-2.125226318,0.508349751,-2.853948311
FERMT1,-2.372757563,2.272883326,-0.658472655,1.664823536
NT5C1B,2.374864805,-1.617785359,0.686653085,-1.035409435
FNDC1,2.371838978,-2.711670326,-0.083607608,-1.524905503
EMBP1,-2.865867597,0.624998165,-1.061913526,2.413903688
C11orf49,2.863024098,0.341757945,0.561295454,-0.924799777
PDLIM4,-2.367187044,1.438447877,-1.097975089,1.830519365
PTRH2,2.367131723,-2.079060657,0.907075554,-0.638144126
CD70,2.364914146,-1.850293395,1.934802758,-2.529907945
TMEM5,2.364914052,-1.009274389,-0.020807884,-0.547254702
ALLC,2.364395742,-1.28254157,1.221878028,-2.546304661
F2RL2,-2.359267912,0.4189667,-0.287958784,1.060006367
GGA2,-2.359034219,2.159838536,-0.688253251,1.730400961
GLRX3,-2.358975016,1.680800847,-1.61755823,1.685244334
PPP1CB,-2.3577636,0.404234287,-3.340969871,2.74326971
RFX2,-2.360768395,2.197319104,-0.212857886,1.87089582
AP1S3,-2.360351372,1.156014544,-1.375569518,0.778133709
ADAM23,-2.356347193,3.621022911,-1.680036368,1.746836775
OTUD7B,-2.360084592,1.888766431,-1.932992742,0.962727222
PNKP,2.356294396,-3.904534445,-1.534708952,-0.551942877
GRAMD2A,2.359682466,-2.654214188,0.148985988,-0.936315121
IL36G,2.358782057,-1.946817925,1.183864007,-2.204587821
TSSK2,-2.354069907,2.209646006,0.305748202,0.488501143
P2RY1,-2.353837976,1.69751985,0.188964849,0.748004478
LIN54,2.356444754,-3.078229399,1.4599581,-1.475626185
MYL7,-2.35594742,4.352429072,-0.237656812,0.814512724
CLCNKA,-2.348161553,3.146893228,-1.335176462,1.332345975
PHC2,-2.505051877,0.669785758,0.366133891,0.152928955
IL12A,-2.351050766,1.064313353,-2.795213113,1.373195141
MAP2K5,2.345842923,-0.931532231,0.590521008,-3.351319895
CRACR2B,-2.348789621,1.113758211,-0.152821008,2.533179133
LOC107986078,2.829899838,-1.20221882,0.917175362,-2.053804181
LOC102725070,2.481593148,-0.27694733,1.229430437,-1.382146839
PLAA,-2.344311657,2.072732701,0.562883487,0.601317261
PRKAR2A-AS1&C1orf210,2.550638746,0.234290869,1.597836821,-2.089393091
TTC12,2.342406441,-1.283707515,-1.001324245,-0.209719904
RSPH14,-2.345404038,1.241598355,-0.224832406,1.88928363
AOC3,2.344889794,-2.579362548,1.328409221,-2.350962784
IL18R1,-2.340743323,1.101239794,-1.469440062,1.725944118
ADGRA1,-2.343275728,1.445989768,1.176865057,1.309106126
MPP1,2.342061859,-1.400206455,1.668529406,-1.223756473
GPSM1,-2.33800738,2.749970217,-0.466866375,1.328195831
SCRT1,-2.337804044,2.884751485,-0.722196364,1.540086825
MAPK8IP3,2.340392091,-2.499556686,0.269732584,-0.992529914
PIWIL3,-2.340175619,1.234872536,0.050470743,1.709521517
SERPINF1,2.426442255,-0.486020928,-0.169440391,-0.237111623
SYNE2,-2.33771746,0.806382126,-0.822243273,0.399933829
PRKACB,2.333879916,-2.762650331,0.650468865,-1.714883399
RGL3,-2.333735405,1.192648283,0.474203058,1.618424378
CASKIN2,2.812386023,-1.634585815,0.952543416,-2.65234352
IL1R1,-2.332787397,3.242147733,-0.04486463,0.209643993
PARD6B,-2.335572815,2.676469576,-1.356121935,1.814378241
TRIM11,-2.334207949,1.693775788,-1.128908263,1.787740673
FRS3,-2.334071554,0.69161132,-0.587743286,1.624028681
GGT1,-2.333792291,1.738884532,-1.316101555,1.273676947
TRUB2,-2.332127991,2.463538829,-0.629401494,0.871308795
CDH19,-2.332081914,1.152631547,0.491121459,-0.618389898
SESN3,-2.331081576,1.912132107,0.069059063,0.957754435
HES4,-2.327407978,1.619769903,-2.769100179,1.981798145
SOX2,-2.327341584,2.272543599,-1.763192997,2.231450331
CPO,2.330536708,-0.773416616,0.852497161,-0.691952459
TMEM110,-2.330420046,1.543963892,-0.55730778,1.422798887
RAD18,2.32671448,-1.147886273,2.264616852,-2.350007973
RPS17,2.32939678,-0.358161452,1.398184777,-1.832125262
PKD2,-2.328846929,1.355741238,-0.303981519,0.730230139
PPP1R3D,-2.328398345,2.441099421,-0.303273429,0.548461456
SLC14A2,-2.328361396,1.855117701,-0.178268906,-0.637454526
TFF2,-2.327919289,2.519548589,-2.152731106,2.386694209
LRP8,-2.323839372,2.209215765,0.265156829,2.420214823
SP5,-2.327296727,1.281132028,-0.397254992,0.116861732
PEX6,2.323597973,-1.053874277,-1.226034572,-2.980898014
BAZ1B,2.32349833,-2.043719999,0.383883328,-0.534395464
NECAP2,2.796089238,-0.980978832,0.770902205,-1.640820007
FAIM2,-2.326949492,1.038067954,-0.920355473,0.906853346
LSG1,2.498092876,-1.198230464,0.942946766,-0.143991334
RAI1,-2.323113493,2.548530347,1.051935275,1.030232418
KLC4,2.49783119,-1.349697763,1.188749415,-1.21660533
KLHL31,-2.322747729,1.991321397,-0.237811322,0.687852156
WDFY1,2.322643035,-1.261243402,1.170144766,-1.528253304
FETUB,2.326235426,-1.511426408,3.365176523,-2.204191159
CTNND2,2.322601252,-2.100679639,0.202251592,-3.272115794
TLN1,2.322495702,-3.733980095,-1.11499077,-0.438275797
CCL28,2.324733964,-1.4123708,-0.394582609,-0.316950373
AMTN,-2.324046025,3.270306558,0.360221984,1.252112884
FXYD4,-2.323743669,2.393702072,-0.746007329,1.372206501
DCLK3,-2.319466829,1.774724769,-0.336349877,1.263911663
MMP23A,2.322777977,-1.661518729,1.128966206,-1.926308971
SMG1P6&LOC101060596&LOC105371128,2.519645185,-1.781664362,0.099096985,-0.104498813
AIDA,-2.322311346,2.267628999,-1.572066217,0.902547409
SLC25A48,2.788278433,-0.75297863,-0.322601101,-0.806779591
OTUD6B,2.320454759,-1.340595797,-1.003513016,0.973855412
FOXR1,-2.31668573,1.204070006,-1.386793344,1.289506557
GORAB,-2.319947401,1.885708458,1.176479277,0.362687243
HOMER2,-2.316218995,2.069463365,-0.358461594,1.267792803
TIMM10B,2.78462301,-1.170580618,-0.41485046,-0.258630298
NRP2,2.315546161,-3.294381359,0.348839247,-1.594703875
PPP2R3C,2.318898403,-2.235314694,-0.528706504,-0.827443639
HOXC13,-2.313657251,2.301287601,-0.402485106,0.278020449
NPHP3,2.317148348,-2.175361303,1.365486636,-1.503655533
FFAR1,-2.313205117,0.934991396,0.733206413,0.320980683
ASB13,-2.312965172,1.0252016,-0.219758911,1.561393537
PDILT,-2.316489614,1.82693412,-0.778006189,1.469600797
TULP3,2.311996291,-3.250842067,0.065886097,-0.443773408
PRKCZ,-2.311809543,0.76292661,0.607647053,0.103526871
ALPK3,-2.310901463,1.624263656,0.149118602,0.523140727
HNRNPF,-2.310174114,1.62759454,-0.483143709,1.381417892
NIPSNAP3A,-2.312811222,0.924572917,-0.675372511,0.378755496
OR52I1,-2.308912645,2.682921019,-0.632086493,2.469216116
TARDBP,-2.308354547,2.375133024,-0.085654249,1.156266656
CFAP20,2.310437334,-1.175592944,0.930066684,-0.954770102
SYT16,-2.309824163,2.079861369,-0.294711924,1.550139082
AUP1,-2.309565305,2.274120343,-1.610622817,2.162761441
IL21,2.309110899,-2.875061799,1.371665521,-0.846685943
NCF1B,-2.39367173,1.280652457,2.08653782,-1.389306531
ROCK1,-2.30375768,0.959876082,1.547984028,0.26872051
TYRP1,-2.307265069,1.065078753,0.472721679,1.499391096
CREB5,-2.306901847,1.744249981,0.75659164,1.06156702
SIGLEC1,2.30332057,-2.066100198,-0.288297003,-1.50546288
RNF180,-2.306782682,2.642887764,-0.440584801,2.449088561
KDM3A,2.302738712,-0.778580993,-0.108182126,-3.476785846
LOC101929829,2.302593042,-0.839108472,1.982477712,-3.432158694
LOC107987478&LOC107987479,2.302282791,-0.83844959,1.981721466,-3.432627546
ZDHHC19,2.302219812,-2.679710573,1.7804789,-1.10081847
CIRBP-AS1,2.30502913,-0.033099526,1.498815229,-2.968707593
EEF1AKMT3,2.301311978,-1.369726861,-0.593486958,-1.521093199
EIF4A1,2.300996315,-0.914468991,1.245900204,-2.259410421
